"","y.actual_yield","y.marketable_yield","x.photosynthetic_active_days","x.photosynthetic_active_days_needed","x.water_stress_risk","x.water_stress_damage","x.disease_risk","x.disease_damage","x.insect_risk","x.insect_damage","x.weather_damage_risk","x.weather_damage","x.chill_need","x.chill_portions","x.growth_start_doy","x.season_end_doy","x.expected_yield","x.expected_season_length","x.speargrowth","x.late_frost_risk","x.late_frost_damage","x.temp_fluctuation_risk","x.temp_fluctuation_damage","x.extreme_rainfall_risk","x.extreme_rainfall_damage","x.extreme_heat_risk","x.extreme_heat_damage","x.id","x.Tsoil_mean"
"1",8.67599935364828,6.53474363714322,92,97.9287992714018,0.31,0.23783690704761,0,0.0999505554733621,0,0.245973069497905,0.1,0.187578856552438,49.0733968777455,68.13,42,175.893740800461,11970.1465674929,62.0741170826767,6,0.7,0.226877677370468,0.6,0.24680219871209,0.1,0.265778332190389,0,0.254797270848824,974.831415652763,16.5469315336992
"2",8.60795980962989,7.21099605560998,76,104.145731129284,0.4,0.196890110034047,0,0.294976584898226,0.24,0.251623903594292,0,0.0574995825956877,50.15941636134,95.56,76,175.622882696841,11474.2683101199,79.3406455768693,17,0.1,0.211138520720715,0.1,0.228461874491888,0.3,0.162287439174275,0,0.189670349337216,600.161947771208,19.1943074427865
"3",3.75529302022887,2.81271359632235,67,102.569425997782,0.31,0.118703678412781,0,0.297120912558345,0.27,0.198078635094129,0.4,0.151058747917559,44.0669825493689,70.52,42,175.601858752695,11509.222374353,70.6762161966628,6,0.3,0.251000233225227,0,0.125760257417948,0,0.132172031826894,0,0.28623449970831,662.018124036025,16.7701904308753
"4",7.97929215997154,7.97929215997154,85,101.051029333708,0.17,0.254363555009738,0,0.208787224229537,0,0.201803790184048,0.4,0.20794133523986,48.3389854312845,73.81,50,175.778520006491,10386.7924638173,77.9789875484676,6,0,0.270600453599678,0.3,0.167609575769308,0.2,0.314244156548695,0.05,0.17264483452129,971.575172656728,17.750928987325
"5",7.83655950564053,6.47117038922304,92,106.091466688639,0.35,0.211272141361019,0,0.194657925131933,0.57,0.209881686053228,0,0.271168236914709,50.4445361756995,73.26,43,176.143511612344,9445.08577551078,77.3140591299625,13,0.6,0.174233235316432,0.2,0.24718969604604,0.2,0.240471099529654,0,0.125336433491187,564.646278764028,17.7271925502405
"6",8.56431244808801,8.56431244808801,78,97.7840979556367,0.06,0.173717480234679,0,0.243054601493826,0.15,0.164511604944033,0,0.240894129857267,54.2805856945145,86.45,64,175.965084153094,11380.3582132449,72.1057166499975,6,0.1,0.0586294125716428,0.2,0.229908069242872,0.1,0.156723609767822,0.1,0.250450046611291,649.834995507682,18.6616485442139
"7",6.9173547284807,5.3011113949627,84,97.7897802019254,0.06,0.145407727213603,0,0.0995067076558836,0,0.307313858337064,0.35,0.25181967654206,52.1543698715048,74.29,42,175.612932242322,9050.55350467534,65.112204368404,37,0.1,0.233650491692072,0.4,0.0850703397014461,0.1,0.182321823410982,0.6,0.199615717191566,1337.50286225132,17.8269940456015
"8",6.05509273964137,4.85088354847611,82,99.4138258683625,0.2,0.225386592618086,0,0.162347229993046,0.12,0.209748906191058,0.3,0.307405160914239,57.3197962557862,97.87,79,175.098051425433,9554.83269484979,72.4910554046115,6,0,0.131212221314514,0.6,0.198875433117905,0.1,0.172863278873917,0.1,0.288491775353421,1358.40935069439,19.6604979563819
"9",8.85594058283658,6.80821000232154,102,101.860171837503,0.38,0.120073688991795,0,0.258941014809686,0.29,0.130040045474761,0.1,0.189032070338809,60.0011822950562,81.72,65,175.519206529431,10281.5343312155,66.3617732765938,6,0,0.186725800050178,0.4,0.262938513795436,0,0.174279188324674,0.4,0.23122677499482,360.122113870084,18.9669485912213
"10",5.3263240081395,5.3263240081395,72,95.4601547952465,0.14,0.262445788907732,0,0.208455053486355,0.13,0.114763736992918,0.1,0.271537037542239,52.5538065158116,88.82,66,175.5059476522,10184.7238818208,73.7770303307681,6,0,0.165411411775363,0.1,0.332496891044889,0.2,0.13298514711971,0.25,0.265437789255943,227.323405149533,19.125132454547
