"","y.actual_yield","y.marketable_yield","x.photosynthetic_active_days","x.photosynthetic_active_days_needed","x.water_stress_risk","x.water_stress_damage","x.disease_risk","x.disease_damage","x.insect_risk","x.insect_damage","x.weather_damage_risk","x.weather_damage","x.chill_need","x.chill_portions","x.growth_start_doy","x.season_end_doy","x.expected_yield","x.expected_season_length","x.speargrowth","x.late_frost_risk","x.late_frost_damage","x.temp_fluctuation_risk","x.temp_fluctuation_damage","x.extreme_rainfall_risk","x.extreme_rainfall_damage","x.extreme_heat_risk","x.extreme_heat_damage","x.id","x.Tsoil_mean"
"1",115.408046207886,100.585872666164,103,97.5186569350782,0.49,0.133801470006177,0,0.253390563478034,0.21,0.209144449520395,0,0.220084045499088,36.044778178358,79.88,51,175.343707527083,10783.0731726248,66.8928026563194,23,0.3,0.265045239291696,0.4,0.128432756889605,0,0.216310696858592,0.2,0.134568774486781,41.1807597029954,17.9157884304761
"2",63.57264800876,42.8018360402954,90,98.5572878421348,0.36,0.288781294904322,0,0.165757909850545,0.31,0.232063472027278,0,0.168245703953188,48.7179823120524,76.89,42,176.207058488411,10888.4374941112,74.0341560903846,32,0.2,0.0834723539546548,0.5,0.326725606358295,0.2,0.108671592619061,0.4,0.320161835508561,22.4390840644483,17.5221766146753
"3",50.8510194729502,31.6967495222801,65,104.240176904293,0.21,0.258733608483147,0,0.215070723115335,0.22,0.156620897037525,0,0.087742679653316,50.265956766625,74.72,48,175.801390863449,9886.97325274595,71.580498175629,6,0.4,0.189575108066715,0.4,0.187099148402402,0.1,0.170047329343628,0.15,0.146189680314359,29.351908082189,17.5857352116669
"4",79.3168967527899,59.9214018547444,82,97.4410955506175,0.34,0.173749146460127,0,0.0776829210500894,0,0.154335766523866,0,0.150674659095222,57.1771069986823,98.86,84,175.185177488926,8195.29434156102,59.938983083546,6,0,0.18198353174696,0.8,0.143786569694143,0.1,0.100745121434624,0.25,0.154477035558751,80.7287687268108,18.476256859414
"5",76.9071756678348,66.3055053664999,88,98.3610650216449,0.25,0.240863361967464,0,0.188279973386973,0.23,0.221391798202425,0,0.241861165599378,58.4638284186109,97.07,78,175.623860219952,13151.479794547,78.529964570943,6,0.4,0.295180439068366,0.7,0.13785020980518,0,0.291417131254201,0,0.0747925406197736,68.4423056577565,18.1048589033579
"6",71.2716135721518,30.5519375856325,74,97.5999083677057,0.29,0.308894038212062,0,0.153067641914157,0.23,0.0740488062511863,0.1,0.256352748573006,46.9310312420404,73.11,46,175.207382007482,12411.3021915874,69.6440155059691,6,0.6,0.130794839290319,0.7,0.174112923168225,0.1,0.12428904663476,0.65,0.266423149606422,8.70020469606389,17.6162018859983
"7",53.9188361624061,49.7091418101486,80,101.111859748509,0.27,0.188744535222073,0,0.171354131064519,0,0.101598234092272,0.3,0.312992806571169,53.6263166599603,81.07,47,175.206310141778,11594.3419294307,76.0691808751261,55,0,0.3475173850937,0,0.0909331734354688,0.1,0.0780746516778985,0,0.233606280446055,10.4757649377687,18.7316015083974
"8",45.7464530446238,45.7464530446238,77,100.544476003271,0.36,0.20783576219793,0,0.192853676514985,0.24,0.164925194882273,0,0.159706096311724,49.212101701979,91.85,67,175.416734492586,9045.45156152252,67.2113338825089,8,0,0.286978338308334,0,0.033654994730637,0.1,0.211081886032529,0.4,0.317389142961151,54.125146257272,17.7399264914215
"9",62.3963619550335,62.3963619550335,80,100.169965247791,0.27,0.155657907241482,0,0.213695301942879,0,0.113877343493723,0.3,0.095382524240526,52.0723145921552,81.07,47,175.154136208674,11858.5790196512,74.6945692174971,55,0,0.366011792846352,0,0.258612151222246,0.1,0.178441796986387,0,0.168033507122009,10.4599386155372,18.7316015083974
"10",130.281440477805,95.8815412912795,100,100.885740141488,0.24,0.245346806562665,0,0.19717238366852,0,0.223030144782061,0,0.292868006962728,40.6422674282032,96.6,77,175.209858681913,11233.4308281641,65.5657660020463,6,0.1,0.0574958098539789,0.2,0.191532665064551,0.3,0.264042975425851,0,0.172024873270752,92.115640400257,18.4476001016416
"11",66.6328497393466,44.3453095021485,80,101.734360774816,0.21,0.124631741182644,0,0.2410277173429,0.3,0.269478958803754,0.6,0.194831449063107,47.3565588427145,98.05,75,175.368476563535,9884.44603644805,71.2930075843784,6,0,0.289759662787376,0.5,0.135207947542929,0.1,0.19927482370852,0.1,0.272209079978352,99.4370340663008,18.2864092976728
"12",79.2675396100372,51.1431621398003,81,97.8959129327598,0.28,0.139456104869216,0,0.0466217462185044,0,0.159073123962174,0.2,0.215717811017373,52.1852800037918,84.05,60,175.534375104427,11183.1047193618,75.7599254917029,32,0,0.180340004182572,0.3,0.354803209593699,0.1,0.261626608171679,0,0.125986253139933,4.46949883694761,18.9941571210787
"13",88.154453185301,88.154453185301,82,103.713165466109,0.3,0.192451600601655,0,0.276890407203298,0.2,0.299172374777535,0.1,0.109042830413887,46.9685508816523,81.49,59,175.309013345113,9585.12098504822,70.7055072975204,6,0,0.186230760690378,0.2,0.176309749316011,0.1,0.124362479175408,0,0.213618175412283,32.146071695094,17.9689353156474
"14",52.6795388299222,39.6018861124006,82,102.095238494593,0.16,0.104342804235971,0,0.161514359241121,0.1,0.228937808095703,0,0.247075406732583,41.6894110420217,110.52,89,175.350102146529,7722.38570120276,75.5849949735993,6,0.3,0.248249187597168,0.4,0.294334488667682,0.2,0.203784075086754,0.1,0.227551137001091,3.51922261842992,18.2494074013592
"15",76.5779215196783,63.1157330561689,85,96.5893343872741,0.38,0.341312442410612,0.2,0.123408806627144,0.26,0.106559426320157,0,0.0289795982762808,46.4615431342735,89.75,69,175.54540578379,8766.73528562423,74.0776444731707,8,0.1,0.331105459676751,0.7,0.175797255871589,0,0.162611820546024,0.2,0.102968453674623,28.5393667242955,18.2037349218604
"16",45.9017664623784,38.3410683693421,77,95.2689107821347,0.41,0.141098589297192,0,0.233802442436757,0.3,0.134381325211289,0.4,0.2294616257592,42.8799339282437,83.78,60,175.262698746477,9235.13234770325,65.7548516206603,24,0,0.159200097116782,0.3,0.16471475230116,0.1,0.20824875760279,0.2,0.0684160587130537,48.393847654853,18.3857563364555
"17",94.7278947769948,67.1320891398073,81,96.1369718201169,0.26,0.173881198324195,0,0.293915885770527,0,0.273904629712435,0.1,0.183168498464444,47.5707350729606,73.96,53,175.686755249822,9267.18343004776,60.3104173295905,6,0.3,0.169943638129988,0.8,0.148011129449422,0,0.161559383257276,0.5,0.143305443162613,34.131572027714,17.6888227204095
