"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp585--EC-Earth3-Veg-LR--2075--2032","ssp585",0.52,0.55,0,108,0.1,58,64,81.62,0,0.1,0.1,0,21.1801454962311,5232
"ssp585--EC-Earth3-Veg-LR--2075--2033","ssp585",0.3,0.67,0,110,0.1,65,71,83.94,0.2,0,0,0,19.6109063860388,5233
"ssp585--EC-Earth3-Veg-LR--2075--2034","ssp585",0.29,0.32,0,101,0.1,52,58,71.75,0.1,0,0,0.6,21.9049955529476,5234
"ssp585--EC-Earth3-Veg-LR--2075--2035","ssp585",0.26,0.4,0,107,0.3,51,57,76.16,0.7,0,0.1,0.25,19.6859905550085,5235
"ssp585--EC-Earth3-Veg-LR--2075--2036","ssp585",0.11,0.57,0,95,0.6,62,68,84.5,0,0,0.1,0.05,20.2882401857448,5236
"ssp585--EC-Earth3-Veg-LR--2075--2037","ssp585",0.12,0.58,0,101,0.45,72,78,87.74,0.1,0.2,0.1,0.45,21.2424533861458,5237
"ssp585--EC-Earth3-Veg-LR--2075--2038","ssp585",0.49,0.65,0,105,0.2,43,49,67.98,0,0,0.2,0.2,19.7227862134988,5238
"ssp585--EC-Earth3-Veg-LR--2075--2039","ssp585",0.39,0.38,0,106,0,51,57,76.14,0.2,0,0.2,0.55,20.5764118701973,5239
"ssp585--EC-Earth3-Veg-LR--2075--2040","ssp585",0.18,0.4,0,100,0,47,53,76.14,0.6,0,0.1,0.3,19.7970548670327,5240
"ssp585--EC-Earth3-Veg-LR--2075--2041","ssp585",0.29,0.74,0,115,0,50,56,68.7,0.1,0.2,0,0.25,20.3930083944978,5241
"ssp585--EC-Earth3-Veg-LR--2075--2042","ssp585",0.3,0.58,0,109,0,55,61,81.65,0,0.2,0.3,0.1,20.7883056554793,5242
"ssp585--EC-Earth3-Veg-LR--2075--2043","ssp585",0.37,0.56,0,105,0.2,54,60,83.41,0.2,0,0.1,0.3,20.2688531315354,5243
"ssp585--EC-Earth3-Veg-LR--2075--2044","ssp585",0.42,0.69,0,111,0.3,59,65,82.97,0.3,0.1,0,0.15,20.63883385672,5244
"ssp585--EC-Earth3-Veg-LR--2075--2045","ssp585",0.21,0.64,0,115,0.3,57,63,78.73,0.1,0,0.2,0.05,20.2261527300129,5245
"ssp585--EC-Earth3-Veg-LR--2075--2046","ssp585",0.37,0.95,0,115,0.7,54,60,76.9,0,0,0.1,0.25,21.8268992430682,5246
"ssp585--EC-Earth3-Veg-LR--2075--2047","ssp585",0.32,0.43,0,101,0.4,60,66,88.85,0.2,0.1,0.2,0.25,20.3962914997401,5247
"ssp585--EC-Earth3-Veg-LR--2075--2048","ssp585",0.4,0.76,0,91,0.1,53,59,83.25,0,0,0.3,0.55,21.2604989753748,5248
"ssp585--EC-Earth3-Veg-LR--2075--2049","ssp585",0.06,0.64,0,100,0,61,67,89.07,0.1,0,0.1,0.3,22.4680225050275,5249
"ssp585--EC-Earth3-Veg-LR--2075--2050","ssp585",0.32,0.32,0,99,0.4,48,54,68.81,0.2,0,0.1,0.05,18.6899920457108,5250
"ssp585--EC-Earth3-Veg-LR--2075--2051","ssp585",0.37,0.43,0,103,0.1,44,50,64.73,0.1,0.2,0.1,0.3,20.4073780583062,5251
"ssp585--EC-Earth3-Veg-LR--2075--2052","ssp585",0,0.39,0,113,0,47,53,74.21,0,0,0.1,0,20.0778911965369,5252
"ssp585--EC-Earth3-Veg-LR--2075--2053","ssp585",0.15,0.65,0.2,120,0,56,62,78.83,0.1,0,0.2,0.3,20.59858849608,5253
"ssp585--EC-Earth3-Veg-LR--2075--2054","ssp585",0.16,0.41,0,102,0.2,54,60,81.26,0,0,0.1,0.55,21.2491373001605,5254
"ssp585--EC-Earth3-Veg-LR--2075--2055","ssp585",0.29,0.49,0.25,100,0.2,54,60,75.2,0,0,0,0.35,21.0917536296928,5255
"ssp585--EC-Earth3-Veg-LR--2075--2056","ssp585",0.28,0.4,0,114,0,47,73,74.05,0,0.2,0,0,20.9261261780142,5256
"ssp585--EC-Earth3-Veg-LR--2075--2057","ssp585",0.36,0.7,0,118,0.1,48,54,76.09,0.3,0.2,0,0.3,20.5599910779578,5257
"ssp585--EC-Earth3-Veg-LR--2075--2058","ssp585",0.2,0.39,0,95,0.3,50,66,78.43,0,0.2,0.1,0.2,20.8118697499965,5258
"ssp585--EC-Earth3-Veg-LR--2075--2059","ssp585",0.15,0.63,0,109,0.1,57,63,75.55,0,0,0.2,0.1,20.9854284762975,5259
"ssp585--EC-Earth3-Veg-LR--2075--2060","ssp585",0.39,0.63,0,107,0.1,63,69,79.05,0,0,0,0.2,21.185170521003,5260
"ssp585--EC-Earth3-Veg-LR--2075--2061","ssp585",0.37,0.53,0,103,0.1,58,64,85.85,0.2,0,0.2,0.25,19.9510284899934,5261
"ssp585--EC-Earth3-Veg-LR--2075--2062","ssp585",0.36,0.4,0,88,0.4,44,50,77.11,0.2,0,0,0.1,19.8396940730645,5262
"ssp585--EC-Earth3-Veg-LR--2075--2063","ssp585",0.29,0.36,0,107,0.1,58,64,79.1,0,0.2,0.2,0.5,21.8255891227141,5263
"ssp585--EC-Earth3-Veg-LR--2075--2064","ssp585",0.3,0.86,0,106,0.2,47,53,76.2,0.3,0.1,0.2,0.25,20.8743644106831,5264
"ssp585--EC-Earth3-Veg-LR--2075--2065","ssp585",0.32,0.54,0,94,0.2,50,56,82.46,0,0.1,0.1,0.05,20.5166068888177,5265
"ssp585--EC-Earth3-Veg-LR--2075--2066","ssp585",0.21,0.85,0,100,0.2,68,74,92.35,0.1,0.2,0.2,0.45,22.9574711561912,5266
"ssp585--EC-Earth3-Veg-LR--2075--2067","ssp585",0.24,0.43,0,105,0.1,49,61,68.14,0.1,0,0.3,0.05,20.5208189541913,5267
"ssp585--EC-Earth3-Veg-LR--2075--2068","ssp585",0.39,0.75,0,105,0,58,67,83.32,0.4,0.2,0.3,0.05,20.6528914063077,5268
"ssp585--EC-Earth3-Veg-LR--2075--2069","ssp585",0.24,0.62,0,103,0.1,68,74,87.2,0,0.1,0.2,0.7,22.2917937107305,5269
"ssp585--EC-Earth3-Veg-LR--2075--2070","ssp585",0.24,0.38,0,106,0.1,45,51,72.99,0.4,0,0.2,0.3,20.2412313642037,5270
"ssp585--EC-Earth3-Veg-LR--2075--2071","ssp585",0.17,0.47,0,101,0.3,51,57,77.76,0,0,0,0.05,19.7204146295685,5271
"ssp585--EC-Earth3-Veg-LR--2075--2072","ssp585",0.06,0.51,0,108,0.2,57,63,74.44,0.1,0,0.1,0.05,20.8137088083863,5272
"ssp585--EC-Earth3-Veg-LR--2075--2073","ssp585",0.44,0.42,0,110,0.1,57,75,74.61,0,0.1,0.4,0.25,22.6590917148276,5273
"ssp585--EC-Earth3-Veg-LR--2075--2074","ssp585",0.37,0.49,0,110,0,45,51,65.73,0.6,0,0.1,0,18.1077995970003,5274
"ssp585--EC-Earth3-Veg-LR--2075--2075","ssp585",0.26,0.33,0,85,0.6,50,56,74.15,0,0.1,0.2,0.2,20.5485174292166,5275
"ssp585--EC-Earth3-Veg-LR--2075--2076","ssp585",0.26,0.44,0,96,0.1,52,58,83.1,0.4,0,0.2,0.35,20.2165895609305,5276
"ssp585--EC-Earth3-Veg-LR--2075--2077","ssp585",0.21,0.55,0,107,0.2,56,62,85.61,0.2,0,0.2,0.6,21.7628359892885,5277
"ssp585--EC-Earth3-Veg-LR--2075--2078","ssp585",0.23,0.36,0,108,0.1,60,66,84.72,0,0,0.4,0,20.8421942635501,5278
"ssp585--EC-Earth3-Veg-LR--2075--2079","ssp585",0.19,0.49,0,105,0.4,48,54,74.89,0,0,0,0.45,21.3906192400189,5279
"ssp585--EC-Earth3-Veg-LR--2075--2080","ssp585",0.42,0.64,0,110,0,67,73,81.77,0,0.2,0.1,0.3,21.6938553596811,5280
"ssp585--EC-Earth3-Veg-LR--2075--2081","ssp585",0.23,0.24,0,112,0.1,53,69,80.44,0.6,0.3,0.2,0,19.2043664820157,5281
"ssp585--EC-Earth3-Veg-LR--2075--2082","ssp585",0.25,0.42,0,99,0.5,46,61,73,0,0,0,0.1,21.0625006385232,5282
"ssp585--EC-Earth3-Veg-LR--2075--2083","ssp585",0.38,0.62,0,103,0,46,52,75.6,0.1,0.1,0,0,18.5971266012588,5283
"ssp585--EC-Earth3-Veg-LR--2075--2084","ssp585",0.37,0.76,0,105,0,48,74,78.12,0.2,0.1,0.1,0.15,20.5972326824905,5284
"ssp585--EC-Earth3-Veg-LR--2075--2085","ssp585",0.56,0.71,0,113,0,68,74,88.81,0.1,0.3,0.2,0.4,21.7838326276279,5285
"ssp585--EC-Earth3-Veg-LR--2075--2086","ssp585",0.31,0.52,0,103,0.5,48,67,77.52,0,0,0.1,0.35,22.1268592203714,5286
"ssp585--EC-Earth3-Veg-LR--2075--2087","ssp585",0.23,0.63,0,100,0.3,62,71,80.46,0,0,0,0.15,20.9571559075277,5287
"ssp585--EC-Earth3-Veg-LR--2075--2088","ssp585",0.12,0.21,0,110,0.1,52,59,78.67,0.4,0,0.1,0.25,20.8672838815262,5288
"ssp585--EC-Earth3-Veg-LR--2075--2089","ssp585",0.32,0.44,0,105,0,61,67,86.62,0,0,0.2,0,18.6002522505538,5289
"ssp585--EC-Earth3-Veg-LR--2075--2090","ssp585",0.19,1,0,114,0.1,63,69,83.13,0.1,0,0,0,21.2105665595584,5290
"ssp585--EC-Earth3-Veg-LR--2075--2091","ssp585",0.18,0.3,0,107,0.1,64,70,90.7,0.2,0,0,0.05,20.3594435146251,5291
"ssp585--EC-Earth3-Veg-LR--2075--2092","ssp585",0.23,0.74,0,112,0.1,58,64,76.56,0.1,0.1,0.2,0.15,21.1348957533843,5292
"ssp585--EC-Earth3-Veg-LR--2075--2093","ssp585",0.33,0.83,0,110,0.2,57,63,72.22,0.5,0.2,0.1,0.45,20.0634883384323,5293
"ssp585--EC-Earth3-Veg-LR--2075--2094","ssp585",0.33,0.52,0,106,0.1,54,60,84.73,0,0,0.2,0.05,21.9981713256689,5294
"ssp585--EC-Earth3-Veg-LR--2075--2095","ssp585",0.36,0.51,0,119,0.1,49,55,72.06,0.7,0.1,0.2,0.2,19.6181944239933,5295
"ssp585--EC-Earth3-Veg-LR--2075--2096","ssp585",0.13,0.53,0,101,0.2,44,50,59.34,0.1,0.1,0.2,0,18.9994336668353,5296
"ssp585--EC-Earth3-Veg-LR--2075--2097","ssp585",0.12,0.6,0,100,0,55,61,75.58,0,0,0.2,0.05,20.3696061974084,5297
"ssp585--EC-Earth3-Veg-LR--2075--2098","ssp585",0.36,0.49,0,96,0,53,59,80.2,0.3,0,0.3,0.4,20.7507087078989,5298
"ssp585--EC-Earth3-Veg-LR--2075--2099","ssp585",0.47,0.8,0,94,0.45,51,60,78.91,0,0,0.1,0.25,20.3868461397293,5299
"ssp585--EC-Earth3-Veg-LR--2075--2100","ssp585",0.32,0.56,0,101,0.3,56,62,77.51,0.2,0.2,0.2,0.05,21.3249014820394,5300
"ssp585--FGOALS-g3--2075--2001","ssp585",0.36,0.24,0,90,0.2,48,54,71.43,0.3,0.3,0,0.3,20.1368935673217,5301
"ssp585--FGOALS-g3--2075--2002","ssp585",0.29,0.23,0,90,0.1,50,56,78.82,0.2,0.1,0,0.05,20.7518745500469,5302
"ssp585--FGOALS-g3--2075--2003","ssp585",0.12,0.22,0.2,96,0.1,62,68,91.05,0.1,0.1,0.3,0.45,20.8374759935397,5303
"ssp585--FGOALS-g3--2075--2004","ssp585",0.46,0.31,0,103,0.1,59,65,76.68,0.5,0.1,0,0.15,20.5772487522135,5304
"ssp585--FGOALS-g3--2075--2005","ssp585",0.12,0.2,0,100,0.1,53,59,76.2,0.2,0.2,0,0.2,20.3214468201035,5305
"ssp585--FGOALS-g3--2075--2006","ssp585",0.24,0.36,0,106,0.35,50,56,77.4,0.5,0.3,0.4,0.35,20.7043986951137,5306
"ssp585--FGOALS-g3--2075--2007","ssp585",0.18,0,0,92,0.2,49,67,79.95,0.1,0.2,0.3,0.1,21.2156571227742,5307
"ssp585--FGOALS-g3--2075--2008","ssp585",0.41,0.46,0,86,0.6,50,56,71.69,0.2,0.3,0.3,0.7,21.632090848005,5308
"ssp585--FGOALS-g3--2075--2009","ssp585",0.19,0.37,0,98,0.6,62,68,90.12,0,0.4,0,0.35,22.4643187094622,5309
"ssp585--FGOALS-g3--2075--2010","ssp585",0.5,0.24,0,97,0.2,70,76,95.69,0.5,0,0.1,0,19.6342273190372,5310
"ssp585--FGOALS-g3--2075--2011","ssp585",0.28,0.36,0,81,0.1,55,61,73.6,0.2,0.3,0,0.45,20.9318735965897,5311
"ssp585--FGOALS-g3--2075--2012","ssp585",0.21,0.38,0,109,0.2,61,67,86.82,0.3,0.3,0.2,0.15,19.9181996717456,5312
"ssp585--FGOALS-g3--2075--2013","ssp585",0.46,0.28,0,90,0.3,62,68,76.2,0.5,0,0.1,0,19.0624682664941,5313
"ssp585--FGOALS-g3--2075--2014","ssp585",0.2,0.2,0,82,0.1,51,57,76.25,0.5,0.1,0.1,0.45,19.1186653166086,5314
"ssp585--FGOALS-g3--2075--2015","ssp585",0.46,0.24,0,90,0.9,56,62,77.19,0,0.1,0.2,0.1,20.0356669581322,5315
"ssp585--FGOALS-g3--2075--2016","ssp585",0.2,0.22,0,114,0.2,49,55,70.8,0.1,0.4,0.2,0.3,20.4400859202655,5316
"ssp585--FGOALS-g3--2075--2017","ssp585",0.13,0.5,0,96,0.2,53,72,76.72,0.2,0.1,0.1,0.15,21.5078807746931,5317
"ssp585--FGOALS-g3--2075--2018","ssp585",0.1,0.77,0,112,0,56,62,83.07,0,0.1,0.3,0.15,21.1744896061373,5318
"ssp585--FGOALS-g3--2075--2019","ssp585",0.17,0.33,0,97,0.3,54,60,78.95,0.4,0.2,0.1,0,20.6415254413138,5319
"ssp585--FGOALS-g3--2075--2020","ssp585",0.28,0.21,0,80,0.25,50,56,78.24,0.4,0.1,0.1,0.2,20.584308564886,5320
"ssp585--FGOALS-g3--2075--2021","ssp585",0.18,0.2,0,100,0.2,61,67,75.33,0.1,0,0.2,0.65,22.1101488079475,5321
"ssp585--FGOALS-g3--2075--2022","ssp585",0.18,0.45,0,108,0.1,70,76,92.76,0,0,0.1,0.55,21.6249243740902,5322
"ssp585--FGOALS-g3--2075--2023","ssp585",0.42,0.2,0,103,0,45,51,71.73,0.3,0.5,0.3,0.2,20.4878678487159,5323
"ssp585--FGOALS-g3--2075--2024","ssp585",0.26,0.41,0,105,0,47,53,77.82,0,0.4,0.3,0.15,20.7190403302787,5324
"ssp585--FGOALS-g3--2075--2025","ssp585",0.11,0.39,0,96,0,55,61,76.35,0.4,0.5,0.1,0.55,21.9049281592573,5325
"ssp585--FGOALS-g3--2075--2026","ssp585",0.34,0.21,0,112,0.3,55,61,83,0.1,0.1,0.1,0.2,22.2442758584726,5326
"ssp585--FGOALS-g3--2075--2027","ssp585",0.14,0.13,0,79,0.1,65,71,90.05,0,0.3,0.2,0.4,21.8059132394465,5327
"ssp585--FGOALS-g3--2075--2028","ssp585",0.51,0.48,0,103,0.2,54,60,77.22,0.3,0.3,0.1,0.4,21.1630779652806,5328
"ssp585--FGOALS-g3--2075--2029","ssp585",0.3,0.54,0.25,80,0.3,49,55,77.03,0.3,0.1,0.1,0.2,20.42174531903,5329
"ssp585--FGOALS-g3--2075--2030","ssp585",0.15,0.11,0,102,0.2,46,52,74.16,0,0.4,0.3,0.7,20.6772499064738,5330
"ssp585--FGOALS-g3--2075--2031","ssp585",0.28,0.33,0,98,0.3,48,54,76.56,0.5,0,0.1,0.05,18.4207623087588,5331
"ssp585--FGOALS-g3--2075--2032","ssp585",0.44,0.12,0.2,97,0.1,59,65,83.24,0,0.1,0.1,0,21.167888348697,5332
"ssp585--FGOALS-g3--2075--2033","ssp585",0.25,0.5,0,99,0.1,66,72,84.31,0.2,0.3,0,0,19.6693132671011,5333
"ssp585--FGOALS-g3--2075--2034","ssp585",0.22,0.24,0,93,0.1,53,59,72.14,0.1,0.4,0,0.6,21.8011987686239,5334
"ssp585--FGOALS-g3--2075--2035","ssp585",0.25,0.33,0,102,0.4,53,59,78.8,0.7,0.2,0,0.25,19.6940415503731,5335
"ssp585--FGOALS-g3--2075--2036","ssp585",0.11,0.33,0,89,0.7,62,68,85.3,0,0,0.1,0.05,20.2757191631821,5336
"ssp585--FGOALS-g3--2075--2037","ssp585",0.06,0.22,0,92,0.45,73,79,89.5,0.1,0.4,0.1,0.45,21.3195051191324,5337
"ssp585--FGOALS-g3--2075--2038","ssp585",0.47,0.27,0,99,0.2,44,50,72.48,0,0.1,0.2,0.15,19.524451619728,5338
"ssp585--FGOALS-g3--2075--2039","ssp585",0.38,0.3,0,99,0,57,63,81.66,0.3,0.4,0.3,0.5,20.7165935094938,5339
"ssp585--FGOALS-g3--2075--2040","ssp585",0.12,0.36,0,92,0.1,49,55,78.77,0.8,0.2,0,0.15,19.6897324069271,5340
"ssp585--FGOALS-g3--2075--2041","ssp585",0.26,0.41,0,109,0.1,53,59,72.94,0.1,0.3,0,0.2,20.4931510096982,5341
"ssp585--FGOALS-g3--2075--2042","ssp585",0.24,0.15,0,106,0.2,57,63,81.69,0,0.2,0.3,0.1,20.8122635689334,5342
"ssp585--FGOALS-g3--2075--2043","ssp585",0.29,0.6,0,101,0.3,56,70,85.28,0.1,0.1,0.1,0.25,21.0084904762461,5343
"ssp585--FGOALS-g3--2075--2044","ssp585",0.36,0.24,0,103,0.3,67,73,87.11,0.2,0.2,0,0.15,21.2147404010882,5344
"ssp585--FGOALS-g3--2075--2045","ssp585",0.21,0.4,0,114,0.3,60,73,82.12,0,0,0.2,0.05,20.9913487492264,5345
"ssp585--FGOALS-g3--2075--2046","ssp585",0.37,0.53,0,106,0.8,57,63,78.27,0,0.1,0,0.3,21.9810918584484,5346
"ssp585--FGOALS-g3--2075--2047","ssp585",0.24,0.49,0,93,0.5,62,68,90.13,0.2,0.1,0.2,0.25,20.5109599088133,5347
"ssp585--FGOALS-g3--2075--2048","ssp585",0.35,0.42,0,87,0.2,55,61,82.25,0.1,0,0.2,0.5,21.2430723681431,5348
"ssp585--FGOALS-g3--2075--2049","ssp585",0.06,0.15,0,92,0.1,62,68,88.79,0.1,0.2,0,0.3,22.5221987185696,5349
"ssp585--FGOALS-g3--2075--2050","ssp585",0.29,0,0,86,0.5,51,59,73.19,0.1,0,0.1,0.05,18.8239229133063,5350
"ssp585--FGOALS-g3--2075--2051","ssp585",0.31,0.23,0,93,0.1,50,56,73,0.1,0.2,0.1,0.3,20.5607222765205,5351
"ssp585--FGOALS-g3--2075--2052","ssp585",0,0.14,0,99,0,49,55,78.24,0,0.1,0,0,19.9927110391555,5352
"ssp585--FGOALS-g3--2075--2053","ssp585",0.15,0,0.3,108,0.1,57,63,81.03,0,0,0.2,0.2,20.553730391579,5353
"ssp585--FGOALS-g3--2075--2054","ssp585",0.16,0.26,0,91,0.4,56,62,82.54,0,0,0.2,0.4,21.339091339884,5354
"ssp585--FGOALS-g3--2075--2055","ssp585",0.26,0.11,0.2,88,0.2,56,62,76.95,0,0.1,0,0.25,21.0493943456947,5355
"ssp585--FGOALS-g3--2075--2056","ssp585",0.26,0.13,0,108,0.1,74,80,94.13,0,0.2,0,0,21.518760028956,5356
"ssp585--FGOALS-g3--2075--2057","ssp585",0.36,0.32,0,109,0.3,53,59,79.42,0.5,0.8,0,0.2,20.7168020628498,5357
"ssp585--FGOALS-g3--2075--2058","ssp585",0.2,0.11,0,90,0.3,67,73,90.31,0,0.2,0.1,0.1,21.2853658090566,5358
"ssp585--FGOALS-g3--2075--2059","ssp585",0.15,0.21,0,104,0.3,62,68,81.64,0,0,0.2,0.1,21.1819812931867,5359
"ssp585--FGOALS-g3--2075--2060","ssp585",0.38,0.29,0,99,0.1,65,71,79.99,0,0.1,0,0.2,21.3127365324295,5360
"ssp585--FGOALS-g3--2075--2061","ssp585",0.28,0.27,0,93,0.1,66,72,88.98,0.2,0,0.2,0.2,20.4589270548325,5361
"ssp585--FGOALS-g3--2075--2062","ssp585",0.25,0.27,0,73,0.4,46,52,76.92,0.3,0.1,0,0.05,19.6277808716055,5362
"ssp585--FGOALS-g3--2075--2063","ssp585",0.17,0.31,0,101,0.1,59,65,78.27,0,0.3,0.3,0.45,21.8453041657033,5363
"ssp585--FGOALS-g3--2075--2064","ssp585",0.3,0.45,0,101,0.2,51,57,79.78,0.4,0.2,0.2,0.2,20.9573632062029,5364
"ssp585--FGOALS-g3--2075--2065","ssp585",0.26,0.25,0,74,0.3,52,58,84.13,0.1,0.2,0.2,0,20.5780169401204,5365
"ssp585--FGOALS-g3--2075--2066","ssp585",0.21,0.53,0,93,0.2,73,79,92.2,0.1,0.2,0.1,0.45,23.2963433066879,5366
"ssp585--FGOALS-g3--2075--2067","ssp585",0.24,0.33,0,93,0.1,63,69,82.04,0.1,0.1,0.3,0.05,20.9005192631096,5367
"ssp585--FGOALS-g3--2075--2068","ssp585",0.39,0.53,0,96,0.35,66,72,88.56,0.4,0.4,0.3,0,20.9736844215172,5368
"ssp585--FGOALS-g3--2075--2069","ssp585",0.19,0.4,0,99,0.2,68,74,88.82,0,0.2,0.2,0.7,22.3029212430015,5369
"ssp585--FGOALS-g3--2075--2070","ssp585",0.23,0.37,0,101,0.1,54,60,81.8,0.4,0.2,0.2,0.25,20.46610656981,5370
"ssp585--FGOALS-g3--2075--2071","ssp585",0.17,0.5,0,91,0.3,52,58,76.63,0,0,0,0.05,19.6446965060312,5371
"ssp585--FGOALS-g3--2075--2072","ssp585",0.06,0.22,0,102,0.2,58,64,78.74,0.1,0,0.1,0.1,20.7415262076242,5372
"ssp585--FGOALS-g3--2075--2073","ssp585",0.43,0.24,0,99,0.3,74,80,86.08,0,0.2,0.3,0.25,23.0459650859485,5373
"ssp585--FGOALS-g3--2075--2074","ssp585",0.31,0.21,0,99,0,50,56,72.86,0.9,0.2,0,0,17.993590769436,5374
"ssp585--FGOALS-g3--2075--2075","ssp585",0.16,0,0,78,0.7,52,58,76.78,0,0.1,0.2,0.2,20.5203784619741,5375
"ssp585--FGOALS-g3--2075--2076","ssp585",0.26,0.23,0,86,0.2,54,60,82.34,0.4,0.3,0.1,0.2,20.2113671546037,5376
"ssp585--FGOALS-g3--2075--2077","ssp585",0.21,0.23,0,95,0.4,59,65,86.9,0.3,0.2,0.2,0.55,21.8872150270486,5377
"ssp585--FGOALS-g3--2075--2078","ssp585",0.17,0.21,0,99,0.2,63,69,86.55,0,0.1,0.4,0,21.0091387021012,5378
"ssp585--FGOALS-g3--2075--2079","ssp585",0.19,0.1,0,97,0.55,49,55,75.83,0,0.2,0,0.45,21.2740116194446,5379
"ssp585--FGOALS-g3--2075--2080","ssp585",0.35,0.26,0,101,0.1,69,75,83.16,0.1,0.4,0,0.3,21.8887311888057,5380
"ssp585--FGOALS-g3--2075--2081","ssp585",0.23,0.1,0.2,96,0.2,69,75,91.19,0.5,0.3,0.2,0,19.4071029006286,5381
"ssp585--FGOALS-g3--2075--2082","ssp585",0.25,0.1,0,95,0.5,61,67,84.31,0.1,0.2,0,0.05,21.3879233071275,5382
"ssp585--FGOALS-g3--2075--2083","ssp585",0.38,0.36,0,93,0,54,67,82.81,0.1,0.2,0,0,19.3182163438305,5383
"ssp585--FGOALS-g3--2075--2084","ssp585",0.33,0.36,0,100,0,74,80,94.33,0.2,0.1,0.1,0.15,21.0556812858081,5384
"ssp585--FGOALS-g3--2075--2085","ssp585",0.47,0.42,0,104,0.1,74,80,92.27,0.1,0.3,0.1,0.35,22.2143704709321,5385
"ssp585--FGOALS-g3--2075--2086","ssp585",0.31,0.33,0,94,0.5,70,76,92.62,0,0.1,0.1,0.35,22.9654118136597,5386
"ssp585--FGOALS-g3--2075--2087","ssp585",0.22,0.51,0,92,0.4,68,74,85.82,0,0.1,0,0.1,21.1008144455269,5387
"ssp585--FGOALS-g3--2075--2088","ssp585",0.12,0.1,0,96,0.1,59,65,84.82,0.4,0.1,0.1,0.2,21.236903011929,5388
"ssp585--FGOALS-g3--2075--2089","ssp585",0.31,0.21,0,91,0,62,68,88.28,0,0,0.1,0,18.6056596711463,5389
"ssp585--FGOALS-g3--2075--2090","ssp585",0.11,0.67,0,110,0.2,67,73,86.3,0.1,0.1,0,0,21.4908603856542,5390
"ssp585--FGOALS-g3--2075--2091","ssp585",0.18,0,0,98,0.1,67,73,90.63,0.2,0.2,0,0.05,20.5378592821383,5391
"ssp585--FGOALS-g3--2075--2092","ssp585",0.23,0.25,0,108,0.3,60,66,82.34,0.1,0.1,0.2,0.15,21.2090857840379,5392
"ssp585--FGOALS-g3--2075--2093","ssp585",0.28,0.24,0,99,0.2,58,64,74.46,0.6,0.2,0.2,0.4,20.0929653558159,5393
"ssp585--FGOALS-g3--2075--2094","ssp585",0.28,0.48,0,102,0.1,57,63,85.13,0,0.1,0.2,0.05,22.1373024472404,5394
"ssp585--FGOALS-g3--2075--2095","ssp585",0.36,0.45,0,110,0.1,50,56,73.88,0.9,0.4,0.1,0.15,19.5058300906839,5395
"ssp585--FGOALS-g3--2075--2096","ssp585",0.08,0.21,0,94,0.2,45,51,61.29,0.1,0.2,0.2,0,18.9024912756825,5396
"ssp585--FGOALS-g3--2075--2097","ssp585",0.12,0.25,0,92,0,61,67,79.49,0.1,0.1,0.1,0.05,20.539538834636,5397
"ssp585--FGOALS-g3--2075--2098","ssp585",0.36,0.23,0,93,0.2,55,61,81.67,0.3,0.1,0.2,0.25,20.7519591179733,5398
"ssp585--FGOALS-g3--2075--2099","ssp585",0.41,0.41,0,86,0.45,64,70,90.05,0,0.1,0.1,0.25,21.0055180650882,5399
"ssp585--FGOALS-g3--2075--2100","ssp585",0.29,0.22,0,88,0.3,57,63,79.33,0.3,0.2,0.2,0.05,21.296386830014,5400
"ssp585--FIO-ESM-2-0--2075--2001","ssp585",0.36,0.38,0,96,0.2,47,53,73.7,0.2,0.3,0,0.55,20.8071438985281,5401
"ssp585--FIO-ESM-2-0--2075--2002","ssp585",0.33,0.21,0,91,0.1,47,53,76.23,0.2,0.4,0,0.15,21.2887477332786,5402
"ssp585--FIO-ESM-2-0--2075--2003","ssp585",0.12,0.37,0,101,0.1,49,55,79.66,0.2,0.3,0.4,0.45,20.6053269014823,5403
"ssp585--FIO-ESM-2-0--2075--2004","ssp585",0.46,0.46,0,109,0.1,58,64,73.89,0.6,0.2,0,0.2,21.2126686899137,5404
"ssp585--FIO-ESM-2-0--2075--2005","ssp585",0.18,0.23,0,100,0.1,52,58,78.41,0.2,0.4,0,0.55,20.9467797019041,5405
"ssp585--FIO-ESM-2-0--2075--2006","ssp585",0.24,0.58,0,105,0.2,47,53,76.25,0.4,0.4,0.3,0.7,21.2323141672699,5406
"ssp585--FIO-ESM-2-0--2075--2007","ssp585",0.18,0.3,0,101,0.2,47,62,78.75,0.1,0.2,0.3,0.15,21.500057649307,5407
"ssp585--FIO-ESM-2-0--2075--2008","ssp585",0.41,0.6,0,93,0.5,49,55,70.6,0.2,0.5,0.3,1,22.3359341924279,5408
"ssp585--FIO-ESM-2-0--2075--2009","ssp585",0.19,0.48,0,101,0.5,48,54,79.4,0,0.5,0.2,0.6,22.0793000889465,5409
"ssp585--FIO-ESM-2-0--2075--2010","ssp585",0.5,0.24,0,104,0.2,47,69,80.02,0.5,0.1,0.1,0.05,19.8139202670901,5410
"ssp585--FIO-ESM-2-0--2075--2011","ssp585",0.28,0.43,0,97,0,54,60,75.68,0.2,0.6,0,0.55,21.5329740158032,5411
