"","ssp","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"ssp126--ACCESS-CM2--2075--2018","ssp126",0.33,0.35,0,55,106.65,6.37364238410596,0.366666666666667,0,0.1,0,0.1,0,0,0.15,0.1,0.1,0,0.55,0.15,0,0.2,12.9150416666667,11.4445833333333,14.7935,19.9824242424242,118
"ssp126--ACCESS-CM2--2075--2019","ssp126",0.15,0.1,0,48,105.08,7.45827814569536,0.283333333333333,0,0.65,0,0.06,0.05,0,0,0,0,0,0,0.1,0,0.4,12.7480833333333,10.3168333333333,14.9463333333333,19.4016666666667,119
"ssp126--ACCESS-CM2--2075--2020","ssp126",0.19,0.1,0,33,102.46,7.87066225165563,0.3,0.1,0.5,0,0,0,0,0,0,0,0,0.45,0.15,0,0.35,10.808125,11.4554166666667,13.8803333333333,20.2560606060606,120
"ssp126--ACCESS-CM2--2075--2021","ssp126",0.16,0.3,0,62,92.56,7.55218543046358,0.366666666666667,0,0.25,0,0,0.2,0,0.15,0.1,0.15,0,0.5,0.2,0,0.25,13.3429166666667,11.0215,16.9673333333333,20.2905882352941,121
"ssp126--ACCESS-CM2--2075--2022","ssp126",0.11,0.15,0.1,47,106.31,7.43748344370861,0.533333333333333,0,0.65,0.05,0.07,0.15,0,0,0,0.1,0,0.5,0,0.15,0.3,12.854375,9.62191666666667,15.8675,20.6121212121212,122
"ssp126--ACCESS-CM2--2075--2023","ssp126",0.41,0,0.1,55,98.08,8.30602649006623,0.466666666666667,0,0.6,0,0.12,0.1,0,0,0.1,0,0,0.45,0.05,0.45,0.35,12.5942916666667,9.944,16.355,22.0478787878788,123
"ssp126--ACCESS-CM2--2075--2024","ssp126",0.11,0,0,44,102.71,7.49205298013245,0.333333333333333,0,0.15,0.05,0.1,0.1,0,0,0,0,0,0.2,0.15,0,0.45,11.5580833333333,11.5606666666667,14.9713333333333,19.1180303030303,124
"ssp126--ACCESS-CM2--2075--2025","ssp126",0.05,0.45,0,40,90.21,7.52066225165563,0.35,0,0.45,0,0.05,0,0,0.35,0,0.25,0,0.3,0.1,0.15,0.55,9.35475,10.4278333333333,18.4493333333333,21.1426470588235,125
"ssp126--ACCESS-CM2--2075--2026","ssp126",0.05,0,0,56,98.47,7.80132450331126,0.366666666666667,0,0.2,0,0.05,0.1,0,0.1,0,0,0,0.05,0.1,0.3,0.65,12.8805,11.7821666666667,17.0136666666667,18.4327272727273,126
"ssp126--ACCESS-CM2--2075--2027","ssp126",0.24,0,0,34,100.81,6.70801324503311,0.283333333333333,0,0.15,0,0.22,0,0,0.1,0,0,0,0.3,0.1,0.15,0.25,10.3671666666667,11.6649166666667,15.0165,19.2892424242424,127
"ssp126--ACCESS-CM2--2075--2028","ssp126",0.22,0,0,47,102.23,8.07298013245033,0.466666666666667,0,0.4,0,0,0.15,0,0.1,0.1,0,0,0.35,0.05,0,0.75,12.4254583333333,10.2545,17.4808333333333,20.0931818181818,128
"ssp126--ACCESS-CM2--2075--2029","ssp126",0.34,0,0,26,102.31,7.53344370860927,0.25,0,0.35,0,0.05,0,0,0.15,0,0,0,0.45,0.15,0,0.3,9.80808333333333,10.3215,16.0475,18.0902941176471,129
"ssp126--ACCESS-CM2--2075--2030","ssp126",0.25,0.35,0,41,104.81,7.85370860927152,0.3,0,0.05,0.1,0.17,0,0,0,0.15,0.15,0,0.65,0.1,0.3,0.6,11.7905,9.63416666666667,16.3578333333333,21.0975757575758,130
"ssp126--ACCESS-CM2--2075--2031","ssp126",0.29,0,0,45,102.55,7.91629139072848,0.233333333333333,0,0.7,0.05,0.07,0.05,0,0,0.1,0.1,0,0,0,0,0.25,12.2898333333333,8.40608333333333,15.6138333333333,15.4357575757576,131
"ssp126--ACCESS-CM2--2075--2032","ssp126",0.11,0.3,0,46,103.26,7.24456953642384,0.333333333333333,0,0.2,0,0.11,0,0,0,0,0,0,0.1,0.1,0.3,0.7,10.9410833333333,11.35075,14.7123333333333,18.3110606060606,132
"ssp126--ACCESS-CM2--2075--2033","ssp126",0.27,0.15,0,55,97.35,7.44509933774834,0.366666666666667,0,0.65,0,0,0.1,0,0,0,0,0,0.1,0.05,0,0.2,12.1759166666667,9.46858333333333,14.728,16.0602941176471,133
"ssp126--ACCESS-CM2--2075--2034","ssp126",0.28,0.2,0,38,94.96,7.6182119205298,0.35,0,0.2,0,0.11,0.05,0,0,0,0,0,0.5,0.15,0.3,0.2,11.2936666666667,11.3663333333333,15.393,21.9019696969697,134
"ssp126--ACCESS-CM2--2075--2035","ssp126",0.05,0.1,0,42,106.35,7.03317880794702,0.25,0,0.8,0,0.08,0,0,0,0.2,0.2,0,0.25,0.15,0.15,0.4,12.2475416666667,7.68325,15.681,18.7509090909091,135
"ssp126--ACCESS-CM2--2075--2036","ssp126",0.05,0.1,0.1,42,105.08,7.34986754966887,0.383333333333333,0,0.25,0,0.05,0,0,0,0,0,0,0.05,0.05,0.45,0.3,11.12425,10.0365,14.7646666666667,17.8977272727273,136
"ssp126--ACCESS-CM2--2075--2037","ssp126",0.16,0,0.1,46,100,7.0771523178808,0.283333333333333,0,0.8,0,0.09,0.25,0,0.65,0.1,0.2,0,0.15,0,0.15,0.5,12.76575,7.27391666666667,20.0693333333333,18.5869117647059,137
"ssp126--ACCESS-CM2--2075--2038","ssp126",0.27,0.5,0.2,39,102.48,7.13682119205298,0.3,0,0.1,0.05,0.1,0,0,0,0,0,0,0.2,0.1,0,0.15,12.2959583333333,10.5344166666667,12.0553333333333,18.0072727272727,138
"ssp126--ACCESS-CM2--2075--2039","ssp126",0.15,0,0.1,49,103.59,6.85238410596027,0.166666666666667,0,0.45,0.05,0.05,0.15,0,0.4,0.1,0.15,0,0.5,0.15,0.15,0.45,12.4828333333333,8.14875,18.0795,20.8812121212121,139
"ssp126--ACCESS-CM2--2075--2040","ssp126",0.4,0,0,33,106.97,7.86860927152318,0.3,0,0.95,0.1,0.06,0.1,0,0,0,0,0,0.35,0,0,0.1,11.4336666666667,9.199,13.9906666666667,20.6728787878788,140
"ssp126--ACCESS-CM2--2075--2041","ssp126",0.18,0.25,0.2,50,100.03,6.60814569536424,0.25,0,0.45,0,0.1,0,0,0,0,0,0,0.25,0.05,0,0.2,13.9397083333333,9.93891666666667,15.1456666666667,19.9244117647059,141
"ssp126--ACCESS-CM2--2075--2042","ssp126",0.05,0.25,0,43,102.35,7.50105960264901,0.35,0,0.1,0.05,0,0,0,0,0,0,0,0.15,0.05,0,0.15,11.3241666666667,12.1609166666667,14.3253333333333,16.7395454545455,142
"ssp126--ACCESS-CM2--2075--2043","ssp126",0.05,0,0,46,109.66,7.13331125827815,0.233333333333333,0,0.75,0,0,0.05,0,0.1,0,0,0,0.6,0.05,0.15,0.35,12.3469583333333,8.42016666666667,16.2508333333333,21.9081818181818,143
"ssp126--ACCESS-CM2--2075--2044","ssp126",0.18,0.1,0,47,103.47,7.14271523178808,0.366666666666667,0,0.55,0,0.05,0.1,0,0,0,0,0,0.15,0.05,0,0.5,12.0966666666667,9.86391666666667,15.2151666666667,18.41,144
"ssp126--ACCESS-CM2--2075--2045","ssp126",0.26,0.35,0,48,101.07,7.24403973509934,0.183333333333333,0,0.3,0.05,0.06,0.05,0,0,0,0.25,0,0.35,0.05,0.15,0.4,13.6074583333333,9.57233333333333,15.571,20.0822058823529,145
"ssp126--ACCESS-CM2--2075--2046","ssp126",0.32,0.4,0,53,99.42,7.30470198675497,0.383333333333333,0,0.15,0,0,0.1,0,0,0,0,0,0.75,0.2,0.15,0.15,12.9882916666667,11.3766666666667,16.5301666666667,21.5254545454545,146
"ssp126--ACCESS-CM2--2075--2047","ssp126",0.24,0.15,0,41,109.89,6.92688741721854,0.333333333333333,0,0.8,0,0.12,0.15,0,0,0,0,0,0.4,0.1,0,0.2,11.6584583333333,8.89833333333333,16.8418333333333,19.8016666666667,147
"ssp126--ACCESS-CM2--2075--2048","ssp126",0.24,0,0.1,23,104.76,7.83827814569536,0.266666666666667,0,0.35,0,0.13,0.1,0,0.15,0,0,0,0.4,0.25,0,0.25,10.7465,10.6583333333333,15.332,21.4236363636364,148
"ssp126--ACCESS-CM2--2075--2049","ssp126",0.26,0.1,0,33,105.01,7.46880794701987,0.316666666666667,0,0.25,0,0,0,0,0.15,0,0.15,0,0.25,0.2,0.15,0.55,10.38475,11.0164166666667,17.6796666666667,19.7397058823529,149
"ssp126--ACCESS-CM2--2075--2050","ssp126",0.12,0,0,40,102.55,6.59112582781457,0.116666666666667,0,0.45,0,0,0.05,0,0,0,0.1,0,0.2,0,0.15,0.45,10.8347083333333,7.24225,16.4191666666667,18.425303030303,150
"ssp126--ACCESS-CM2--2075--2051","ssp126",0.22,0.15,0.1,51,102.7,6.86291390728477,0.266666666666667,0,0.1,0,0.09,0,0,0,0,0,0,0.35,0.05,0.15,0.65,12.681,10.48425,15.871,19.295303030303,151
"ssp126--ACCESS-CM2--2075--2052","ssp126",0.44,0,0,50,101.33,6.91887417218543,0.133333333333333,0,0.1,0,0.11,0,0,0,0,0,0,0,0.05,0.3,0.45,11.5649583333333,10.2643333333333,13.918,16.9884848484848,152
"ssp126--ACCESS-CM2--2075--2053","ssp126",0.16,0,0,59,96.68,6.88139072847682,0.266666666666667,0,0.2,0.05,0.06,0.1,0,0.1,0,0,0,0.2,0.1,0.3,0.55,13.3171666666667,10.6628333333333,13.1296666666667,19.3310294117647,153
"ssp126--ACCESS-CM2--2075--2054","ssp126",0.33,0.2,0,44,103.74,6.97344370860927,0.266666666666667,0,0.1,0,0.05,0,0,0.1,0,0,0,0.6,0.1,0,0.65,11.8802083333333,11.0226666666667,14.6318333333333,21.5489393939394,154
"ssp126--ACCESS-CM2--2075--2055","ssp126",0.14,0,0,53,101.27,7.18986754966887,0.316666666666667,0,0.25,0,0.07,0.1,0,0.1,0,0,0,0.5,0.1,0.15,0.3,12.2285833333333,10.5051666666667,15.113,21.1956060606061,155
"ssp126--ACCESS-CM2--2075--2056","ssp126",0.35,0.25,0,49,103.64,7.03907284768212,0.316666666666667,0,0.5,0,0.05,0,0,0,0,0,0,0.05,0.05,0,0.7,11.9914583333333,10.1295833333333,13.8505,18.4787878787879,156
"ssp126--ACCESS-CM2--2075--2057","ssp126",0.22,0.5,0,56,105.35,7.47794701986755,0.4,0,0.3,0,0,0,0,0.1,0,0,0,0.3,0.1,0,0.4,13.238625,10.9310833333333,13.9963333333333,20.6833823529412,157
"ssp126--ACCESS-CM2--2075--2058","ssp126",0,0.2,0.1,29,103.99,7.49814569536424,0.3,0,0.2,0.05,0,0.05,0,0,0,0,0,0.05,0.1,0.3,0.45,10.4687083333333,11.1740833333333,13.9858333333333,17.4619696969697,158
"ssp126--ACCESS-CM2--2075--2059","ssp126",0.28,0.35,0,53,100.44,7.43211920529801,0.316666666666667,0,0.2,0,0.05,0.05,0,0,0.2,0,0,0.1,0.05,0,0.2,14.0202916666667,10.5903333333333,16.5968333333333,18.6157575757576,159
"ssp126--ACCESS-CM2--2075--2060","ssp126",0.05,0.1,0.2,53,99.38,7.46986754966887,0.383333333333333,0,0.35,0,0.07,0.05,0,0,0,0,0,0.3,0.1,0,0.05,13.31275,10.2644166666667,16.0028333333333,19.3913636363636,160
"ssp126--ACCESS-CM2--2075--2061","ssp126",0.26,0.35,0,35,107.15,6.61940397350993,0.333333333333333,0,0.8,0,0.06,0,0,0,0,0,0,0.2,0.1,0,0.35,10.2932083333333,8.68708333333333,15.0275,18.6947058823529,161
"ssp126--ACCESS-CM2--2075--2062","ssp126",0.15,0,0,25,106.66,7.73390728476821,0.35,0,0.55,0.05,0.11,0.05,0,0,0,0,0,0.1,0.05,0,0.2,9.80333333333333,8.93525,14.0985,20.1743939393939,162
"ssp126--ACCESS-CM2--2075--2063","ssp126",0.23,0.1,0,39,97.82,7.46582781456954,0.283333333333333,0,0.1,0,0,0.05,0,0.4,0,0,0,0,0,0,0.5,11.7300833333333,11.3495833333333,17.8861666666667,17.0498484848485,163
"ssp126--ACCESS-CM2--2075--2064","ssp126",0.24,0.35,0,41,107.29,7.75205298013245,0.316666666666667,0,0.6,0,0,0.05,0,0,0,0,0,0.1,0.15,0.15,0.45,10.857875,11.5114166666667,13.7408333333333,19.7810606060606,164
"ssp126--ACCESS-CM2--2075--2065","ssp126",0.12,0,0,28,102.44,7.99728476821192,0.416666666666667,0,0.05,0,0.07,0.05,0,0,0,0,0,0.15,0,0.15,0.3,10.8807916666667,11.148,15.202,18.1319117647059,165
"ssp126--ACCESS-CM2--2075--2066","ssp126",0.2,0.2,0,34,102.34,7.35596026490066,0.266666666666667,0,0.45,0,0.24,0,0,0.1,0,0,0,0.5,0.1,0,0.3,11.3021666666667,11.7679166666667,16.6085,20.6954545454545,166
"ssp126--ACCESS-CM2--2075--2067","ssp126",0.4,0,0,46,97.84,8.12072847682119,0.333333333333333,0,0.05,0,0.05,0,0,0,0,0.1,0,0.05,0.05,0.15,0.5,12.343125,11.5148333333333,12.9096666666667,18.1418181818182,167
"ssp126--ACCESS-CM2--2075--2068","ssp126",0.18,0.2,0,47,100.72,7.33470198675497,0.25,0,0.4,0,0,0,0,0.2,0,0,0,0.3,0.15,0,0.25,12.034125,10.182,16.5631666666667,17.8290909090909,168
"ssp126--ACCESS-CM2--2075--2069","ssp126",0.23,0.25,0,39,103.07,7.98867549668874,0.366666666666667,0,0.25,0,0.16,0,0,0,0,0,0,0.95,0.2,0.15,0.1,12.34475,10.49825,16.8076666666667,23.0445588235294,169
"ssp126--ACCESS-CM2--2075--2070","ssp126",0.17,0.1,0,44,101.77,7.64761589403973,0.333333333333333,0,0.7,0.05,0.15,0.05,0,0.25,0,0,0,0.2,0.1,0.3,0.55,12.0395416666667,8.70391666666667,17.233,19.5327272727273,170
"ssp126--ACCESS-CM2--2075--2071","ssp126",0.27,0.1,0,42,101.13,6.75185430463576,0.366666666666667,0,0.45,0,0.09,0,0,0,0,0,0,0.05,0.1,0.15,0.5,11.559125,9.522,13.4876666666667,18.3756060606061,171
"ssp126--ACCESS-CM2--2075--2072","ssp126",0.16,0.4,0,42,101.62,7.75980132450331,0.333333333333333,0,0.4,0,0,0.05,0,0,0,0,0,0,0.05,0.45,0.65,13.1024166666667,11.3569166666667,13.9408333333333,17.1812121212121,172
"ssp126--ACCESS-CM2--2075--2073","ssp126",0.2,0.15,0.1,53,92.86,6.98668874172185,0.316666666666667,0,0.6,0,0,0.1,0,0,0,0,0,0.5,0.05,0,0.25,12.2552083333333,10.0745,17.9341666666667,20.3845588235294,173
"ssp126--ACCESS-CM2--2075--2074","ssp126",0.17,0.4,0.15,46,98.35,7.77013245033113,0.216666666666667,0,0.75,0.1,0.07,0,0,0,0,0,0,0,0,0.3,0.4,12.503,8.284,12.1845,15.8834848484848,174
"ssp126--ACCESS-CM2--2075--2075","ssp126",0.18,0.1,0,28,102.9,8.0046357615894,0.366666666666667,0,0.4,0,0.07,0.15,0,0,0,0.15,0,0,0,0,0.15,11.305375,10.43975,17.0621666666667,16.3672727272727,175
"ssp126--ACCESS-CM2--2075--2076","ssp126",0.2,0.2,0,28,107.75,7.46284768211921,0.283333333333333,0,0.85,0,0,0.05,0,0.1,0,0.1,0,0.2,0,0.3,0.5,10.3524583333333,8.40141666666667,17.1608333333333,18.5984848484848,176
"ssp126--ACCESS-CM2--2075--2077","ssp126",0.31,0,0,40,104.48,7.23841059602649,0.316666666666667,0,0.4,0,0.06,0.1,0,0,0,0,0,0.75,0.1,0,0.45,11.0407083333333,10.3360833333333,16.9586666666667,22.2258823529412,177
"ssp126--ACCESS-CM2--2075--2078","ssp126",0.22,0,0,50,104.95,6.90966887417218,0.333333333333333,0,0.15,0,0,0.05,0,0,0.1,0.1,0,0.25,0.05,0,1,12.2120416666667,11.683,13.4976666666667,19.3884848484849,178
"ssp126--ACCESS-CM2--2075--2079","ssp126",0.3,0.7,0,40,99.26,7.51761589403974,0.433333333333333,0,0.1,0,0.05,0,0,0,0,0,0,0.45,0.25,0,0.6,11.79725,11.6620833333333,14.4403333333333,19.4421212121212,179
"ssp126--ACCESS-CM2--2075--2080","ssp126",0.15,0.15,0,43,98.48,7.88099337748344,0.316666666666667,0,0.7,0,0.12,0,0,0.25,0.1,0.1,0,0.1,0.15,0,0.5,13.1502083333333,9.54475,17.4908333333333,18.9490909090909,180
"ssp126--ACCESS-CM2--2075--2081","ssp126",0.3,0.15,0,50,101.12,7.74801324503311,0.35,0,0.7,0,0.06,0,0,0,0,0,0,0.05,0,0.15,0.4,12.92525,9.33166666666667,12.6385,17.0530882352941,181
"ssp126--ACCESS-CM2--2075--2082","ssp126",0.35,0.3,0,43,102.41,6.88721854304636,0.233333333333333,0,0.15,0,0.1,0,0,0,0,0.1,0,0.05,0.1,0.15,0.45,12.6825,11.8015,14.1,17.7990909090909,182
"ssp126--ACCESS-CM2--2075--2083","ssp126",0.2,0.5,0,39,107.08,7.64807947019867,0.25,0,0.3,0.05,0.19,0.05,0,0,0,0,0,0,0,0,0.35,10.79575,8.98266666666667,13.4016666666667,16.5674242424242,183
"ssp126--ACCESS-CM2--2075--2084","ssp126",0.26,0.1,0,45,106.3,7.16072847682119,0.183333333333333,0,0.8,0,0.1,0.05,0,0,0,0,0,0.3,0.15,0.15,0.4,11.542625,8.2065,15.5773333333333,19.7493939393939,184
"ssp126--ACCESS-CM2--2075--2085","ssp126",0.26,0,0,42,105.83,7.45993377483444,0.183333333333333,0,0.65,0,0.13,0.1,0,0.15,0,0,0,0.2,0.05,0.15,0.5,12.5260833333333,9.46191666666667,17.826,18.21,185
"ssp126--ACCESS-CM2--2075--2086","ssp126",0.19,0.35,0,44,98.86,7.19735099337748,0.35,0,0.25,0,0.05,0,0,0.1,0,0,0,0.05,0.2,0.15,0.65,11.8660833333333,12.1094166666667,15.8018333333333,18.6219696969697,186
"ssp126--ACCESS-CM2--2075--2087","ssp126",0.23,0,0,44,99.96,7.17794701986755,0.35,0,0.4,0,0,0.05,0,0,0,0,0,0.05,0.05,0,0.55,11.97025,9.60641666666667,16.7063333333333,17.0939393939394,187
"ssp126--ACCESS-CM2--2075--2088","ssp126",0.45,0.15,0.1,49,105.95,7.54549668874172,0.266666666666667,0,0.6,0,0,0.05,0,0.15,0,0,0,0.2,0.1,0.15,0.45,12.7985416666667,10.2275,15.6318333333333,18.6762121212121,188
"ssp126--ACCESS-CM2--2075--2089","ssp126",0.1,0,0,40,108.67,7.67370860927152,0.383333333333333,0,0.6,0,0.14,0,0,0,0,0,0,0.2,0.05,0.15,0.25,10.816625,9.29433333333333,11.6433333333333,16.3641176470588,189
"ssp126--ACCESS-CM2--2075--2090","ssp126",0.19,0.9,0,53,103.05,6.57086092715232,0.316666666666667,0,0.35,0,0,0.05,0,0,0.1,0.1,0,0,0.05,0,0.6,13.3919166666667,10.2953333333333,16.5311666666667,17.5136363636364,190
"ssp126--ACCESS-CM2--2075--2091","ssp126",0.16,0,0,35,108.12,6.65708609271523,0.333333333333333,0,0.25,0,0.05,0.05,0,0,0,0,0,0,0,0,0.35,11.2680416666667,9.58383333333333,15.4518333333333,16.5871212121212,191
"ssp126--ACCESS-CM2--2075--2092","ssp126",0.18,0.35,0,53,101.37,6.8712582781457,0.316666666666667,0,0.1,0,0.05,0.05,0,0,0,0,0,0.25,0,0,0.3,12.9579166666667,10.7845,15.3331666666667,19.1062121212121,192
"ssp126--ACCESS-CM2--2075--2093","ssp126",0.13,0,0.2,47,98.86,7.04913907284768,0.266666666666667,0,1,0,0.14,0.1,0,0,0,0,0,0.4,0.3,0.15,0.6,12.5136666666667,7.19475,17.0943333333333,19.3077941176471,193
"ssp126--ACCESS-CM2--2075--2094","ssp126",0.07,0.15,0.1,49,96.18,7.71708609271523,0.366666666666667,0,0.3,0,0.05,0,0,0,0,0,0,0.25,0,0,0.25,12.3485416666667,12.61375,16.6111666666667,19.2533333333333,194
"ssp126--ACCESS-CM2--2075--2095","ssp126",0,0.3,0,57,101.6,7.44993377483444,0.35,0,1,0,0.15,0,0,0.2,0,0,0,0.15,0.05,0.15,0.25,13.9692083333333,7.51566666666667,16.942,19.1943939393939,195
"ssp126--ACCESS-CM2--2075--2096","ssp126",0.26,0,0.1,55,95.39,7.44562913907285,0.15,0,0.2,0,0.22,0,0,0.1,0,0,0,0,0.05,0.15,0.3,12.5851666666667,9.64841666666667,14.709,16.295,196
"ssp126--ACCESS-CM2--2075--2097","ssp126",0.19,0.15,0.1,37,101.6,7.19443708609271,0.216666666666667,0,0.25,0,0.06,0.05,0,0,0,0,0,0.15,0.15,0,0.25,11.2682083333333,9.447,15.7945,18.745,197
"ssp126--ACCESS-CM2--2075--2098","ssp126",0.1,0.15,0.15,30,101.4,7.61278145695364,0.45,0,0.35,0.05,0.08,0,0,0,0,0,0,0.45,0.05,0.45,0.4,11.7340416666667,10.4054166666667,14.0821666666667,21.3862121212121,198
"ssp126--ACCESS-CM2--2075--2099","ssp126",0.32,0.75,0,31,105.32,7.01470198675497,0.35,0,0.15,0.05,0.05,0,0,0,0,0.1,0,0.2,0.1,0.15,0.6,12.608625,11.5368333333333,12.1206666666667,18.1559090909091,199
"ssp126--ACCESS-CM2--2075--2100","ssp126",0,0.1,0,38,102.82,7.59609271523179,0.416666666666667,0,0.55,0,0.12,0,0,0.25,0,0,0,0.2,0.1,0.15,0.4,11.8004166666667,10.0200833333333,18.8316666666667,18.6762121212121,200
"ssp126--AWI-CM-1-1-MR--2075--2001","ssp126",0.24,0,0,32,104.79,5.98483443708609,0.266666666666667,0,0.45,0,0,0,0,0,0,0.1,0,0.3,0.05,0.45,0.2,10.8727083333333,8.995,15.5248333333333,18.775,201
"ssp126--AWI-CM-1-1-MR--2075--2002","ssp126",0.1,0,0,31,103.1,5.84940397350993,0.333333333333333,0,0.4,0,0.07,0,0,0,0,0,0,0.15,0.1,0.15,0.45,9.48608333333333,9.82983333333333,16.7445,17.9272727272727,202
"ssp126--AWI-CM-1-1-MR--2075--2003","ssp126",0.05,0.15,0,29,112.64,6.05158940397351,0.266666666666667,0,0.45,0,0,0.1,0,0.1,0,0,0,0.15,0.05,0,0.5,10.0662083333333,8.99266666666667,15.86,19.1571212121212,203
"ssp126--AWI-CM-1-1-MR--2075--2004","ssp126",0.39,0,0,37,103.01,6.54490066225166,0.383333333333333,0,0.6,0,0.06,0,0,0,0,0,0,0,0,0,0.05,11.230125,9.52825,14.924,16.4939393939394,204
"ssp126--AWI-CM-1-1-MR--2075--2005","ssp126",0.23,0,0,34,103.14,6.12781456953642,0.333333333333333,0,0.4,0.05,0.14,0.05,0,0,0,0,0,0.1,0.05,0,0.55,11.25175,9.49283333333333,14.4738333333333,17.8929411764706,205
"ssp126--AWI-CM-1-1-MR--2075--2006","ssp126",0.33,0.2,0.1,44,101.98,6.99019867549669,0.333333333333333,0,0.25,0.05,0.06,0,0,0,0,0.1,0,0.25,0.1,0.6,0.55,11.065,10.4451666666667,14.7535,20.2218181818182,206
"ssp126--AWI-CM-1-1-MR--2075--2007","ssp126",0.12,0,0,29,100.85,5.54271523178808,0.283333333333333,0,0.3,0,0.1,0,0,0,0.1,0.15,0,0,0,0.3,0.3,9.12470833333333,9.9985,16.8796666666667,17.5178787878788,207
"ssp126--AWI-CM-1-1-MR--2075--2008","ssp126",0.1,0.3,0,29,105.32,6.67112582781457,0.283333333333333,0,0.35,0,0.13,0.1,0,0,0,0,0,0.4,0.15,0.15,0.15,11.0296666666667,10.5034166666667,17.8648333333333,18.8433333333333,208
"ssp126--AWI-CM-1-1-MR--2075--2009","ssp126",0.11,0.1,0.15,39,108.77,5.67397350993377,0.283333333333333,0,0,0,0.07,0,0,0.2,0,0.1,0,0.5,0.05,0,0.4,11.3145416666667,11.5655,16.2338333333333,20.1405882352941,209
"ssp126--AWI-CM-1-1-MR--2075--2010","ssp126",0.24,0,0,37,110.77,5.34377483443709,0.216666666666667,0,0.55,0,0.14,0,0,0,0,0,0,0.05,0,0.15,0.45,11.2277916666667,8.1955,14.0133333333333,14.9828787878788,210
"ssp126--AWI-CM-1-1-MR--2075--2011","ssp126",0.3,0,0,19,94.36,5.90165562913907,0.333333333333333,0,0.3,0,0,0,0,0,0,0,0,0.15,0.1,0.15,0.55,10.2022083333333,11.2354166666667,12.9285,19.3351515151515,211
"ssp126--AWI-CM-1-1-MR--2075--2012","ssp126",0.2,0,0.15,43,108.13,6.07675496688742,0.333333333333333,0,0.45,0,0.09,0.05,0,0,0,0,0,0.3,0.1,0.3,0.5,11.0197083333333,8.74941666666667,14.9741666666667,19.2090909090909,212
"ssp126--AWI-CM-1-1-MR--2075--2013","ssp126",0.39,0.1,0,27,91.63,5.93887417218543,0.3,0,0.6,0,0.05,0,0,0,0,0,0,0.2,0.05,0,0.1,10.00125,8.41866666666667,13.588,16.6292647058824,213
"ssp126--AWI-CM-1-1-MR--2075--2014","ssp126",0.22,0.15,0,24,104.18,6.18019867549669,0.2,0,0.6,0,0.14,0,0,0,0,0,0,0.3,0.05,0,0.3,10.80125,8.32916666666667,13.1465,18.0822727272727,214
"ssp126--AWI-CM-1-1-MR--2075--2015","ssp126",0.35,0.15,0,28,100.25,5.86019867549669,0.333333333333333,0,0.45,0,0,0.1,0,0,0,0,0,0.05,0,0.15,0.6,10.39975,9.29841666666667,14.9446666666667,17.4812121212121,215
"ssp126--AWI-CM-1-1-MR--2075--2016","ssp126",0.25,0,0,57,100.17,6.30271523178808,0.25,0,0.25,0,0,0,0,0,0,0,0,0.2,0.1,0.15,0.75,11.3872916666667,9.67075,15.2788333333333,18.0066666666667,216
"ssp126--AWI-CM-1-1-MR--2075--2017","ssp126",0.22,0,0,32,97.92,6.0641059602649,0.333333333333333,0,0.75,0,0.06,0,0,0.1,0,0,0,0.15,0,0,0.65,10.073125,9.12866666666667,15.8925,19.8113235294118,217
"ssp126--AWI-CM-1-1-MR--2075--2018","ssp126",0,0.15,0.1,48,109.59,5.10860927152318,0.266666666666667,0,0.05,0,0,0,0,0,0.1,0.2,0,0.4,0.05,0.15,0.3,11.6087916666667,11.2494166666667,14.0275,18.6237878787879,218
"ssp126--AWI-CM-1-1-MR--2075--2019","ssp126",0.12,0.1,0,39,107.32,5.94370860927152,0.25,0,0.6,0,0.07,0,0,0,0,0,0,0,0.05,0.15,0.35,11.5309166666667,10.148,14.4655,18.1078787878788,219
"ssp126--AWI-CM-1-1-MR--2075--2020","ssp126",0.35,0,0,23,102.37,6.16529801324503,0.3,0,0.45,0,0.06,0,0,0,0,0.1,0,0.2,0.05,0.15,0.2,9.69008333333333,11.364,13.382,19.1033333333333,220
