"pixel","ssp","gcm","scen_year","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"p225","historic","historic","2000",0.32,0.12,0,61,0,50,56,68.59,0.1,0,0,0.05,16.2078278000659,1
"p225","historic","historic","2000",0.34,0.1,0,78,0,54,68,68.75,0.2,0,0.1,0,16.7687742961787,2
"p225","historic","historic","2000",0.51,0,0,75,0,95,101,108.3,0.1,0,0,0,17.8320462684303,3
"p225","historic","historic","2000",0.25,0,0,66,0.1,90,96,107.94,0,0,0,0,18.499421508674,4
"p225","historic","historic","2000",0.34,0.11,0,68,0.1,88,94,101.91,0,0,0,0,18.1078768517439,5
"p225","historic","historic","2000",0.28,0.1,0,85,0,83,89,98.59,0,0,0,0,17.8828086979232,6
"p225","historic","historic","2000",0.49,0.1,0,54,0.1,77,99,85.5,0,0,0,0,18.6042647645973,7
"p225","historic","historic","2000",0.29,0,0.25,67,0,83,89,98.41,0,0,0,0.15,18.9172720943082,8
"p225","historic","historic","2000",0.35,0.31,0,75,0.1,73,81,95.88,0,0,0,0,18.0284292117398,9
"p225","historic","historic","2000",0.14,0.1,0,62,0,99,105,106.23,0,0,0,0,18.3035929081048,10
"p225","historic","historic","2000",0.24,0,0,60,0.2,83,89,89.1,0,0,0,0,18.4497883597462,11
"p225","historic","historic","2000",0.2,0,0,83,0,65,72,84.78,0.1,0,0.1,0,16.1977929926207,12
"p225","historic","historic","2000",0.34,0.24,0.2,58,0,66,80,71.86,0.2,0,0,0,15.7532579755039,13
"p225","historic","historic","2000",0.51,0,0,69,0.1,86,94,96.26,0,0,0,0,17.2302427072975,14
"p225","historic","historic","2000",0.49,0.26,0,80,0,84,93,97.15,0,0,0,0,17.3421125612813,15
"p225","historic","historic","2000",0.24,0,0,82,0,59,65,74.32,0.1,0,0,0,16.7031309264927,16
"p225","historic","historic","2000",0.44,0.13,0,76,0.1,75,81,81.65,0.2,0,0,0,17.2499851701821,17
"p225","historic","historic","2000",0.33,0.29,0,93,0.1,95,101,106.56,0,0,0,0,18.359878119722,18
"p225","historic","historic","2000",0.4,0.26,0,75,0.1,93,99,110.5,0,0,0,0,19.5388578395937,19
"p225","historic","historic","2000",0.37,0,0,50,0.1,87,93,95.19,0,0,0,0,19.22959834607,20
"p225","historic","historic","2000",0.46,0.21,0,88,0,65,87,76.52,0,0,0,0,18.3757989585326,21
"p225","historic","historic","2000",0.45,0.1,0,71,0.1,86,98,100.32,0,0,0,0,18.0418705914989,22
"p225","historic","historic","2000",0.15,0.11,0,73,0.1,45,52,73.74,0.3,0,0.1,0,15.9760418834935,23
"p225","historic","historic","2000",0.37,0,0,78,0.1,46,63,72.27,0,0,0,0,17.2791492890208,24
"p225","historic","historic","2000",0.44,0.14,0,79,0,81,87,77.82,0,0,0,0.1,17.8273717528848,25
"p225","historic","historic","2000",0.2,0.12,0,68,0,57,63,81.25,0,0,0,0.05,17.5492439594217,26
"p225","historic","historic","2000",0.39,0,0,63,0,74,88,83.12,0,0,0,0,18.0410852297775,27
"p225","historic","historic","2000",0.17,0.1,0.4,67,0.35,80,86,94.55,0,0,0,0,18.3386235403616,28
"p225","historic","historic","2000",0.75,0.22,0,66,0,50,56,70.02,0.4,0,0,0,16.6258239125266,29
"p225","historic","historic","2000",0.3,0,0,68,0,47,53,69.59,0,0,0,0.2,16.2481000918108,30
"p225","historic","historic","2000",0.37,0.1,0,72,0,93,99,107.79,0,0,0,0,17.0950773540564,31
"p225","historic","historic","2000",0.27,0.17,0,78,0.1,70,103,76.45,0,0,0,0,19.6632274369479,32
"p225","historic","historic","2000",0.27,0.22,0,74,0.1,85,111,92.87,0,0,0,0,18.4170573435317,33
"p225","historic","historic","2000",0.29,0.1,0,63,0,55,89,67.85,0,0,0,0.05,18.6682465131757,34
"p225","historic","historic","2000",0.34,0.16,0,67,0,58,104,78.11,0,0,0,0,18.8612391844205,35
"p225","historic","historic","2000",0.4,0.14,0,79,0,75,81,86.45,0,0,0,0,17.1502274939148,36
