"pixel","ssp","gcm","scen_year","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"p178","historic","historic","2000",0.32,0,0,71,0,90,96,99.5,0,0,0,0,18.1869951391201,1
"p178","historic","historic","2000",0.37,0.16,0,80,0.1,59,65,82,0,0,0,0.05,17.4393147503503,2
"p178","historic","historic","2000",0.52,0.12,0,75,0,89,95,107.59,0,0,0,0,18.6945038071134,3
"p178","historic","historic","2000",0.19,0,0,68,0,73,79,93.82,0,0,0,0,17.35015712231,4
"p178","historic","historic","2000",0.32,0.11,0,89,0,45,83,75.43,0,0,0,0,18.0499923020412,5
"p178","historic","historic","2000",0.5,0,0,80,0,75,85,100.99,0,0,0,0,16.9728619049007,6
"p178","historic","historic","2000",0.53,0,0,70,0,76,82,91.3,0,0,0,0,16.9236115766066,7
"p178","historic","historic","2000",0.26,0.27,0,59,0,76,82,93.41,0,0,0.2,0,17.790253814778,8
"p178","historic","historic","2000",0.54,0.14,0,94,0,90,96,94.29,0,0,0,0,18.4397882261306,9
"p178","historic","historic","2000",0.44,0.14,0.25,92,0.1,87,94,101.31,0,0,0,0,18.338336672519,10
"p178","historic","historic","2000",0.43,0.11,0,87,0,75,81,86.86,0,0,0,0,18.1335801255153,11
"p178","historic","historic","2000",0.42,0.1,0,55,0,65,74,86.35,0.2,0,0.1,0,17.5536048097023,12
"p178","historic","historic","2000",0.58,0.15,0,89,0,67,83,89.62,0,0,0,0,18.7042360886908,13
"p178","historic","historic","2000",0.26,0,0,70,0,71,77,87.97,0,0,0,0,18.3346405395011,14
"p178","historic","historic","2000",0.29,0,0,74,0,45,79,68.87,0,0,0,0.05,18.0942700263181,15
"p178","historic","historic","2000",0.2,0.13,0,73,0.1,59,65,82.36,0,0,0,0,16.9378512164039,16
"p178","historic","historic","2000",0.42,0,0,84,0,64,70,84.36,0,0,0.1,0,17.8483098873685,17
"p178","historic","historic","2000",0.46,0.11,0,86,0,102,108,96.8,0,0,0,0,17.982988749288,18
"p178","historic","historic","2000",0.56,0.11,0,68,0,82,108,96.26,0,0,0,0,18.8321469687255,19
"p178","historic","historic","2000",0.28,0.11,0,90,0,57,85,81.8,0.4,0,0,0,17.4576387865078,20
"p178","historic","historic","2000",0.37,0.33,0,92,0,60,66,77.27,0,0,0.1,0,16.6777319799453,21
"p178","historic","historic","2000",0.5,0,0,66,0,57,76,67.83,0,0,0,0,18.6267129720004,22
"p178","historic","historic","2000",0.65,0,0,77,0,50,76,77.48,0.1,0,0.1,0,17.3360160242263,23
"p178","historic","historic","2000",0.39,0,0,66,0.1,87,93,99.36,0,0,0,0,17.507590869766,24
