"pixel","ssp","gcm","scen_year","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"p486","historic","historic","2000",0.23,0.34,0,74,0,77,99,99.43,0,0,0,0,18.9137247414326,1
"p486","historic","historic","2000",0.29,0.11,0,62,0.2,89,105,99.93,0,0,0,0,18.1954957547428,2
"p486","historic","historic","2000",0.66,0.11,0,80,0,63,69,81.1,0.1,0,0,0,16.2858300423339,3
"p486","historic","historic","2000",0.3,0,0,84,0,93,99,103.6,0,0,0,0,18.4300234852401,4
"p486","historic","historic","2000",0.41,0,0,66,0.1,57,63,76.81,0,0,0,0,16.7650415471337,5
"p486","historic","historic","2000",0.42,0.16,0,75,0,65,108,74.2,0,0,0.1,0,19.2322469046108,6
"p486","historic","historic","2000",0.32,0.13,0,79,0.1,68,90,94.72,0,0,0,0,18.4159107991917,7
"p486","historic","historic","2000",0.26,0,0,80,0,56,62,71.82,0.1,0,0.1,0,16.2531975575993,8
"p486","historic","historic","2000",0.31,0,0,55,0.1,61,67,89.51,0,0,0,0,17.0039482249199,9
"p486","historic","historic","2000",0.55,0.24,0,58,0.1,46,52,68.72,0,0,0,0,16.8944608404452,10
"p486","historic","historic","2000",0.45,0.13,0,72,0,110,125,128.21,0,0,0,0,19.1123659665877,11
"p486","historic","historic","2000",0.33,0.2,0,95,0,89,95,97.36,0,0,0.1,0,17.752088630435,12
"p486","historic","historic","2000",0.49,0.13,0.2,57,0,77,95,88.48,0,0,0,0,16.7696498079486,13
"p486","historic","historic","2000",0.42,0,0,84,0,103,109,116.96,0,0,0,0,18.4208226793522,14
"p486","historic","historic","2000",0.28,0,0.2,80,0,99,105,110.99,0,0,0,0,17.881856478719,15
"p486","historic","historic","2000",0.33,0,0,77,0,83,98,91.75,0,0,0,0,17.6430880627372,16
"p486","historic","historic","2000",0.36,0.1,0,79,0.1,83,89,99.62,0,0,0,0,16.4901654232356,17
"p486","historic","historic","2000",0.38,0,0,82,0.1,74,80,101.71,0,0,0,0,18.210630173509,18
"p486","historic","historic","2000",0.43,0,0,81,0.1,51,66,75.86,0,0,0,0.05,17.2242254421052,19
"p486","historic","historic","2000",0.45,0,0,54,0.1,68,74,77.33,0.1,0,0,0,16.9615354006566,20
"p486","historic","historic","2000",0.48,0.24,0,55,0,92,98,109.08,0,0,0,0,18.6123019935227,21
"p486","historic","historic","2000",0.34,0,0,90,0,106,112,116.1,0,0,0,0,18.1412134194298,22
"p486","historic","historic","2000",0.54,0.39,0,80,0,89,113,98.53,0,0,0,0.05,19.7651359013888,23
"p486","historic","historic","2000",0.34,0,0,81,0.6,52,98,75.92,0,0,0,0,18.393993694979,24
"p486","historic","historic","2000",0.27,0,0,73,0,62,75,79.47,0,0,0,0,17.8519273956662,25
"p486","historic","historic","2000",0.49,0.22,0,58,0,84,90,89.5,0,0,0.1,0,17.8445041285089,26
"p486","historic","historic","2000",0.49,0.14,0,92,0,48,54,78.18,0.3,0,0,0,16.9225693705981,27
"p486","historic","historic","2000",0.57,0.1,0,80,0,78,84,89.37,0,0,0,0,16.7838865202903,28
"p486","historic","historic","2000",0.22,0,0,64,0,82,101,99.33,0,0,0.1,0,18.6880888704708,29
"p486","historic","historic","2000",0.47,0.1,0,82,0,58,71,62.41,0,0,0,0,18.4521563648642,30
"p486","historic","historic","2000",0.41,0,0,58,0.1,77,83,91.96,0,0,0,0,18.2985128693528,31
"p486","historic","historic","2000",0.58,0,0,73,0,93,99,109.74,0,0,0,0.15,18.8969984969414,32
"p486","historic","historic","2000",0.28,0.15,0,68,0,45,51,67.26,0.1,0,0,0,15.5079519928345,33
"p486","historic","historic","2000",0.19,0,0,74,0.1,100,106,112.38,0,0,0,0,18.2690791494938,34
"p486","historic","historic","2000",0.42,0,0,58,0.1,89,95,105.57,0,0,0,0,18.6222393670778,35
"p486","historic","historic","2000",0.29,0,0,79,0,85,91,101.35,0,0,0.1,0.05,18.105233491526,36
"p486","historic","historic","2000",0.59,0.28,0,83,0.2,62,83,88.95,0,0,0,0,16.2971786838786,37
"p486","historic","historic","2000",0.38,0,0,79,0,50,75,78.86,0,0,0,0,17.8584454406562,38
"p486","historic","historic","2000",0.25,0,0,62,0,63,69,80.44,0,0,0,0,18.2110354855485,39
"p486","historic","historic","2000",0.54,0,0,79,0,91,97,104.83,0,0,0,0.1,17.4646044021931,40
"p486","historic","historic","2000",0.31,0.1,0,63,0,46,52,80.33,0,0,0,0,16.8213881590526,41
"p486","historic","historic","2000",0.21,0,0,80,0,67,73,86.63,0.1,0,0,0,17.1844224808615,42
"p486","historic","historic","2000",0.24,0.1,0,83,0,61,72,82.66,0,0,0,0,17.6927063656998,43
"p486","historic","historic","2000",0.24,0,0,48,0.4,88,94,105.4,0,0,0.1,0,18.0136437041778,44
"p486","historic","historic","2000",0.31,0,0,99,0.1,61,67,79.91,0,0,0,0.05,18.188036295756,45
"p486","historic","historic","2000",0.3,0.1,0,65,0.1,75,93,99.7,0,0,0,0,18.3380781317826,46
"p486","historic","historic","2000",0.51,0.12,0,76,0,78,100,99.75,0,0,0,0,17.4289331799595,47
"p486","historic","historic","2000",0.25,0.1,0,64,0.1,87,93,98.41,0,0,0,0,18.4925612641878,48
"p486","historic","historic","2000",0.36,0.12,0,67,0,70,90,83.26,0,0,0.1,0,17.4195283629827,49
"p486","historic","historic","2000",0.5,0,0,78,0,62,68,84.26,0,0,0,0,19.3544995483294,50
"p486","historic","historic","2000",0.58,0.32,0,69,0.1,52,62,73.08,0,0,0,0,17.8294173764924,51
"p486","historic","historic","2000",0.54,0.14,0,90,0,66,82,89.54,0,0,0,0,18.5697954900694,52
"p486","historic","historic","2000",0.66,0,0,84,0,73,79,92.34,0,0,0,0,18.3311906661632,53
"p486","historic","historic","2000",0.59,0,0.25,64,0.2,69,75,92.92,0,0,0,0,18.8196998057858,54
"p486","historic","historic","2000",0.4,0.23,0,65,0,75,81,96.55,0,0,0,0,16.728166569277,55
