"pixel","ssp","gcm","scen_year","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"p535","historic","historic","2000",0.35,0.13,0,55,0,50,56,69.03,0.3,0,0.1,0,15.66832691588,1
"p535","historic","historic","2000",0.4,0.14,0,71,0,53,67,64.96,0.1,0,0.1,0,16.5185584816226,2
"p535","historic","historic","2000",0.27,0,0,67,0,96,102,114.1,0.1,0,0,0,17.9036385845803,3
"p535","historic","historic","2000",0.39,0,0,50,0,90,96,106.4,0,0,0,0,17.7592566638387,4
"p535","historic","historic","2000",0.18,0,0,56,0.1,90,96,99.89,0,0,0,0,17.9665511447833,5
"p535","historic","historic","2000",0.49,0.1,0,83,0,83,89,97.35,0,0,0.2,0,17.6522674820335,6
"p535","historic","historic","2000",0.23,0,0,51,0.1,77,100,84.77,0,0,0,0,18.8502694692475,7
"p535","historic","historic","2000",0.33,0,0.2,58,0.1,84,95,101.55,0,0,0,0.05,18.8438799115662,8
"p535","historic","historic","2000",0.31,0.15,0,59,0,73,79,95.84,0,0,0,0,17.8115361218388,9
"p535","historic","historic","2000",0.43,0,0,61,0,104,110,111.25,0,0,0,0,17.8124984887693,10
"p535","historic","historic","2000",0.43,0,0,52,0,83,89,89.01,0,0,0,0,18.1178710987572,11
"p535","historic","historic","2000",0.22,0,0,77,0,67,73,87.7,0.1,0,0,0,15.6149887722156,12
"p535","historic","historic","2000",0.18,0.17,0,50,0.4,90,124,91.95,0,0,0.1,0,18.3196834703945,13
"p535","historic","historic","2000",0.46,0,0,65,0,85,96,97.36,0.2,0,0,0,16.4134342133652,14
"p535","historic","historic","2000",0.4,0.23,0,76,0.1,84,105,96.21,0,0,0.1,0,17.2882393753933,15
"p535","historic","historic","2000",0.31,0.1,0,77,0,61,67,76.67,0.2,0,0.1,0,16.4287287789301,16
"p535","historic","historic","2000",0.25,0,0,65,0,77,83,84.94,0.1,0,0,0,16.8902202618618,17
"p535","historic","historic","2000",0.23,0.12,0,91,0,93,99,103.77,0,0,0,0,18.3806427176681,18
"p535","historic","historic","2000",0.27,0.12,0,68,0.1,60,96,85.97,0,0,0,0,18.8496244124494,19
"p535","historic","historic","2000",0.48,0,0,46,0,87,93,93.26,0,0,0,0,18.6674823729978,20
