"pixel","ssp","gcm","scen_year","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"p87","historic","historic","2000",0.42,0.1,0,61,0,52,58,73.71,0.2,0,0,0,16.2584464545913,1
"p87","historic","historic","2000",0.3,0.13,0,78,0,64,70,76.96,0.1,0,0,0,16.9391902555596,2
"p87","historic","historic","2000",0.54,0.1,0,74,0,95,101,111.54,0.1,0,0,0,17.8128774104423,3
"p87","historic","historic","2000",0.35,0,0,67,0,90,96,110.55,0,0,0,0,18.5232259277877,4
"p87","historic","historic","2000",0.47,0.12,0.2,67,0,88,94,100.78,0,0,0,0,17.9653315753472,5
"p87","historic","historic","2000",0.16,0,0,85,0,83,89,97.09,0,0,0,0,17.9687567296755,6
"p87","historic","historic","2000",0.46,0,0,55,0,77,99,85.4,0,0,0,0,18.8361417780901,7
"p87","historic","historic","2000",0.36,0,0,63,0,54,85,79.98,0,0,0,0.15,18.6849797728165,8
"p87","historic","historic","2000",0.39,0.27,0,76,0,73,81,96.97,0,0,0,0,18.1630914566797,9
"p87","historic","historic","2000",0.07,0,0,66,0,99,105,109.01,0,0,0,0,18.1780411276608,10
"p87","historic","historic","2000",0.5,0,0,57,0,82,88,89.15,0,0,0.1,0.05,18.5595915318601,11
"p87","historic","historic","2000",0.25,0.1,0,77,0,65,72,85.69,0,0,0,0,16.2303112012316,12
"p87","historic","historic","2000",0.35,0.11,0.25,59,0,90,124,90.47,0,0,0,0,18.7347753440706,13
"p87","historic","historic","2000",0.39,0,0,66,0,86,95,98.57,0.1,0,0,0.05,17.1087241221423,14
"p87","historic","historic","2000",0.5,0.15,0,81,0,94,105,105.07,0,0,0,0,17.8389638691373,15
"p87","historic","historic","2000",0.32,0.1,0,82,0,52,59,70.89,0.1,0,0,0.05,16.6006538723039,16
"p87","historic","historic","2000",0.32,0.12,0,77,0.1,74,80,83.47,0.2,0,0,0,17.100922040146,17
"p87","historic","historic","2000",0.25,0.4,0,85,0,94,100,107.52,0,0,0.1,0,18.5500097763422,18
"p87","historic","historic","2000",0.59,0.29,0,78,0,59,94,85.15,0,0,0.1,0,19.1371574917539,19
"p87","historic","historic","2000",0.57,0.1,0,55,0,86,92,96.59,0,0,0.2,0,19.296576880207,20
"p87","historic","historic","2000",0.55,0.25,0,89,0,66,90,79.76,0,0,0,0,18.4023154220341,21
"p87","historic","historic","2000",0.36,0,0,71,0.1,88,98,103.25,0,0,0,0,18.1417149614781,22
"p87","historic","historic","2000",0.26,0,0,70,0.1,46,85,77.84,0.2,0,0,0,17.5155534472422,23
"p87","historic","historic","2000",0.44,0.11,0,79,0,47,65,74.09,0,0,0,0,17.4438630060365,24
"p87","historic","historic","2000",0.39,0,0,76,0,81,87,77.46,0,0,0.1,0.05,17.8942723583945,25
"p87","historic","historic","2000",0.25,0.15,0,69,0,57,63,83.31,0,0,0,0,17.726291870999,26
"p87","historic","historic","2000",0.43,0.11,0,57,0,68,75,81.02,0,0,0,0,17.5236464643298,27
"p87","historic","historic","2000",0.29,0.2,0.4,75,0.2,80,88,95.41,0,0,0,0,18.0278208937617,28
"p87","historic","historic","2000",0.67,0.3,0,67,0,50,56,70.14,0.2,0,0,0,16.6785222372794,29
"p87","historic","historic","2000",0.33,0,0,71,0,47,53,71.21,0,0,0,0.1,16.3402235971523,30
"p87","historic","historic","2000",0.32,0.15,0,71,0,93,99,109.34,0,0,0,0,17.2987246855653,31
"p87","historic","historic","2000",0.16,0.14,0,73,0,70,102,79.01,0,0,0.1,0,19.3369816347625,32
"p87","historic","historic","2000",0.45,0.24,0,77,0.1,84,90,90.51,0,0,0,0,16.7592542219471,33
"p87","historic","historic","2000",0.48,0.2,0,64,0,54,85,66.62,0,0,0,0.05,18.4026793859492,34
"p87","historic","historic","2000",0.26,0.11,0,70,0,104,110,109.43,0,0,0,0,19.0537961493947,35
"p87","historic","historic","2000",0.62,0.24,0,77,0,75,109,86.89,0,0,0,0,19.2720730409589,36
"p87","historic","historic","2000",0.52,0.11,0,79,0,83,124,97.85,0,0,0,0,19.7141983366671,37
"p87","historic","historic","2000",0.4,0.28,0,77,0,48,54,78.3,0,0,0,0,15.9917629734151,38
"p87","historic","historic","2000",0.4,0.22,0,68,0,61,93,84.5,0.1,0,0,0,17.0077028563005,39
"p87","historic","historic","2000",0.7,0.36,0,70,0,50,100,76.15,0,0,0,0,18.5962679425283,40
"p87","historic","historic","2000",0.67,0.28,0,103,0,78,97,101.26,0,0,0,0,18.8258127615857,41
"p87","historic","historic","2000",0.38,0.14,0,83,0,59,65,75.59,0,0,0,0,17.50844955573,42
"p87","historic","historic","2000",0.31,0.26,0,81,0,97,103,109.94,0,0,0,0.05,18.1836850513153,43
"p87","historic","historic","2000",0.34,0.1,0,87,0,88,98,93.01,0,0,0,0,18.3417751682105,44
"p87","historic","historic","2000",0.43,0.34,0,89,0,90,96,97.39,0,0,0.1,0,17.9181193508931,45
"p87","historic","historic","2000",0.34,0.17,0,88,0.1,69,78,83.65,0,0,0,0,17.9502117369469,46
"p87","historic","historic","2000",0.28,0.29,0,70,0,104,110,109.08,0,0,0,0,19.9719785678095,47
"p87","historic","historic","2000",0.35,0.21,0,78,0,61,89,76.63,0,0,0,0,17.9798345209943,48
