"","id","today","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_today303","372",63.4210183222726,71.7438301395256,73.4698289145574,72.899948982211,72.3480725666404
"marketable_yield_today304","373",62.5762821486113,71.4588727768103,72.9412995511091,73.0925943759102,72.577620801829
"marketable_yield_today305","374",59.617292628161,69.5183585424162,71.7908740142055,72.0933973330791,71.9673685040194
"marketable_yield_today306","375",55.7682016598938,67.381884466472,70.0767728367377,71.1346943706965,70.8383724159093
"marketable_yield_today307","376",52.567318935826,65.8797185602382,69.2260663049597,70.724700193395,71.0913701481071
"marketable_yield_today308","377",48.9582478825443,62.6352516769285,66.596006928993,68.9039549093109,69.3158819762461
"marketable_yield_today309","378",46.1994516332171,60.5194275170653,64.691538896341,67.9647296717358,69.0439658947258
"marketable_yield_today310","379",43.4489128230633,58.7565348334915,63.6187599398902,67.2843277030342,69.0139529062935
"marketable_yield_today311","38",56.6272248195215,68.7830008296197,71.4695835389052,71.8630162213491,71.7549051280383
"marketable_yield_today312","380",38.8191158538837,55.8726760737973,61.1334257867339,64.9802109013029,66.5863387822861
"marketable_yield_today313","381",38.8602830139061,55.3956525058093,60.8297646762809,64.6330561665346,66.3506142929689
"marketable_yield_today314","382",37.8913319836486,54.340046853302,60.0897231317148,64.9577476605432,66.4845848948777
"marketable_yield_today315","383",37.1638423321871,53.7783645081706,59.8542754923922,64.0648594263734,65.9550602304877
"marketable_yield_today316","384",36.3766435787159,53.2135532560421,59.0150359545624,63.5032410986777,65.1505235053862
"marketable_yield_today317","385",38.5604280325954,54.808355600775,60.5443839687169,64.9817427886406,66.7156286601374
"marketable_yield_today318","386",38.5902409907172,54.6973295429455,60.5461988346008,65.0554062084292,67.5097184686991
"marketable_yield_today319","387",34.8935661424249,51.5890250892142,57.8828435161429,63.0791573469893,65.5073641287776
"marketable_yield_today320","388",28.9549427571997,47.5014408653549,54.044492570301,59.8579280446507,62.6410508513849
"marketable_yield_today321","389",28.4707858720029,45.2391189281697,51.9161937396745,57.6174185067784,61.0614909979872
"marketable_yield_today322","39",56.0243545758545,68.0411302229788,70.9678166533832,71.8463757073969,71.9915384320002
"marketable_yield_today323","390",29.0159173086908,46.3933371824073,52.7323133659066,58.8329011590011,62.1392839405922
"marketable_yield_today324","391",30.3202590727604,47.6435617026576,54.0708510407303,59.7874130864431,63.0491625428563
"marketable_yield_today325","392",32.3852167828831,50.7605255500881,56.6627190787523,62.1170193082644,64.3014435833711
"marketable_yield_today326","393",36.9326181311673,53.1614495290266,58.398586789745,63.4709199051352,65.3808414922113
"marketable_yield_today327","394",63.8533426102727,73.4800333640674,74.6385375282866,74.0962159287822,73.208106795113
"marketable_yield_today328","395",62.7589461730019,72.4554188393527,73.894311462365,73.0520858130269,72.6769213635394
"marketable_yield_today329","396",64.5412173216837,73.0711662373735,74.3125612015451,73.4632819214569,72.6126049116712
"marketable_yield_today330","397",62.063014487556,72.0634369339989,73.9545821774156,73.3977105824444,73.0835765151479
"marketable_yield_today331","398",60.9720606352815,71.0313555837785,72.7180732499774,72.6732584107007,72.5049462394688
"marketable_yield_today332","399",62.4147896552223,72.0563057686377,74.0715603234015,73.8714214712569,73.1621565123106
"marketable_yield_today333","4",55.7575660720515,67.5911348766824,70.8919007506238,71.3533924459472,71.903209514294
"marketable_yield_today334","40",55.6389243782717,67.9967546900612,71.3376155529616,72.5977865908459,72.9092067047302
"marketable_yield_today335","400",60.2921856719965,70.9215244048067,72.9139007300174,72.8512462429164,72.2438078146279
"marketable_yield_today336","401",62.5222563003393,71.6609909132017,73.5665348572004,73.3729570298505,72.6070699931735
"marketable_yield_today337","402",63.9509123860176,72.0189199086139,73.6551782102412,73.5296378544762,72.7687790136687
"marketable_yield_today338","403",63.8598921493645,72.3409895708813,73.5409582972877,73.4051057280343,72.4970834433218
"marketable_yield_today339","404",62.4998310564844,71.160753128673,72.5571725747525,72.7582040857522,72.1887974172748
"marketable_yield_today340","405",60.6796186356347,69.4047375468227,71.4765176027546,71.5691218366148,71.4537601600817
"marketable_yield_today341","406",56.4287672911741,67.8137479642157,70.7978130657109,71.4895033635432,72.1739584039431
"marketable_yield_today342","407",50.9241311965828,64.0798717646481,68.0687828031064,69.4317409342861,70.0056700324522
"marketable_yield_today343","408",48.3904646235345,62.6162442062307,66.6380095213048,69.0994013733328,69.741908911092
"marketable_yield_today344","409",42.8370848388012,59.6184430729741,64.092555611991,67.0777485170611,67.657054265629
"marketable_yield_today345","41",56.3143525682731,67.8406153408601,71.321058035997,72.0061013111812,72.329632109543
"marketable_yield_today346","410",42.0751428373974,57.6912899680343,62.787019765964,66.0238303494982,67.368800748003
"marketable_yield_today347","411",39.0046491092261,54.6802797389696,59.9140867711237,63.9978739530307,66.0642251883229
"marketable_yield_today348","412",38.0949693576802,53.525834987885,59.2219898185377,63.9045028266882,65.42371933855
"marketable_yield_today349","413",36.3090959844981,52.5545386825828,57.9914810605833,63.0147970557751,64.8249062903619
"marketable_yield_today350","414",37.6663564840204,52.9426939265996,58.3586759110953,62.8800925112518,65.161491180596
"marketable_yield_today351","415",36.6155837475821,53.1647997392366,58.842066545501,63.0927423639695,65.6375577365461
"marketable_yield_today352","416",36.03345735837,51.7627447353143,58.0192685388626,62.5822839545581,64.9151754702295
"marketable_yield_today353","417",33.6420315382134,49.7209574187097,56.1483254178586,61.4455790687313,63.9823434382179
