"","id","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_ssp1344","409",16.7813582341728,21.2554707731898,24.2406636782598,24.8199694268278
"marketable_yield_ssp1345","41",11.526262772587,15.006705467724,15.6917487429082,16.0152795412699
"marketable_yield_ssp1346","410",15.6161471306368,20.7118769285666,23.9486875121007,25.2936579106056
"marketable_yield_ssp1347","411",15.6756306297435,20.9094376618976,24.9932248438046,27.0595760790968
"marketable_yield_ssp1348","412",15.4308656302048,21.1270204608575,25.809533469008,27.3287499808698
"marketable_yield_ssp1349","413",16.2454426980847,21.6823850760853,26.7057010712771,28.5158103058638
"marketable_yield_ssp1350","414",15.2763374425792,20.6923194270749,25.2137360272314,27.4951346965756
"marketable_yield_ssp1351","415",16.5492159916545,22.2264827979189,26.4771586163874,29.021973988964
"marketable_yield_ssp1352","416",15.7292873769442,21.9858111804926,26.5488265961881,28.8817181118594
"marketable_yield_ssp1353","417",16.0789258804963,22.5062938796452,27.8035475305179,30.3403119000045
"marketable_yield_ssp1354","418",17.2655579717597,23.5179545229876,29.5606773939982,32.3836020323289
"marketable_yield_ssp1355","419",18.6894828404336,25.3400403309924,31.6276262581932,34.3030696356808
"marketable_yield_ssp1356","42",12.7610306528395,15.4668431117305,16.2726750269137,16.8495779137847
"marketable_yield_ssp1357","420",17.0227780197445,22.4425862683942,28.2690968502619,30.9541587393361
"marketable_yield_ssp1358","421",16.0114631558794,21.799246716368,26.5712760087073,28.7272484603375
"marketable_yield_ssp1359","422",15.1854049736957,20.2526207419856,24.0089941510015,26.2451745323006
"marketable_yield_ssp1360","423",15.7851008514372,20.7954096309614,24.8757848358529,26.407400060243
"marketable_yield_ssp1361","424",9.51737781894534,10.8894854222841,10.3053935169243,9.30284387256035
"marketable_yield_ssp1362","425",9.92086961530347,11.4230816978975,11.31306327494,10.6010014390813
"marketable_yield_ssp1363","426",9.37937774793109,11.2851229841973,10.4040660966832,9.99411628743379
"marketable_yield_ssp1364","427",9.89628260429683,11.7806343082813,11.5442033856201,11.2634617351822
"marketable_yield_ssp1365","428",8.86682667146107,10.7437204540463,10.2311363453471,9.63338304974337
"marketable_yield_ssp1366","429",10.5001580439491,12.4812641800405,11.837884762881,11.3246333639018
"marketable_yield_ssp1367","43",11.9143496516977,14.674391390765,15.2012781329601,14.9557472028072
"marketable_yield_ssp1368","430",10.9675441002867,12.7607707551632,12.3752236662278,11.9316672926264
"marketable_yield_ssp1369","431",10.3281533639621,12.5529516195905,12.1866598761933,11.6609488836291
