"pixel","ssp","gcm","year","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"p534","historic","historic","2000",0.24,0.1,0,26,98.82,5.185,0.0833,0,1,0,0.1,0,0,0,0,0.1,0,0,0,0,0.4,12.738,5.5383,13.3378,15.689,1
"p534","historic","historic","2000",0.31,0.15,0,42,94.98,5.1031,0.1167,0,0.65,0,0.06,0,0,0,0,0,0,0,0,0,0.1,14.0667,6.5245,13.9638,15.5529,2
"p534","historic","historic","2000",0.24,0,0,25,106.9,5.4119,0.0833,0,0.8,0.05,0,0,0,0,0,0,0,0,0,0,0.05,13.0535,5.6946,12.571,15.6624,3
"p534","historic","historic","2000",0.23,0,0,27,109.09,5.5854,0.0667,0,0.95,0,0.12,0,0,0,0,0,0,0,0,0,0.05,13.1516,6.3686,11.8257,14.3591,4
"p534","historic","historic","2000",0.16,0,0,25,99.72,5.3318,0.2,0,0.6,0,0.05,0,0,0,0,0.1,0,0,0,0,0.15,13.2777,6.6633,11.065,16.4488,5
"p534","historic","historic","2000",0.24,0,0,47,100.09,5.7508,0.15,0,0.45,0.05,0.1,0,0,0,0,0,0,0,0,0,0.6,15.0322,7.3596,11.9105,18.5035,6
"p534","historic","historic","2000",0.36,0,0,20,91.53,4.8026,0.15,0,0.75,0,0.13,0,0,0,0,0.1,0,0,0,0,0.05,12.2011,6.5646,14.8362,13.3748,7
"p534","historic","historic","2000",0.31,0,0,34,106.63,5.5356,0.0667,0,0.65,0,0.07,0,0,0,0,0.2,0,0.2,0,0,0.15,13.6995,6.9085,14.882,18.7115,8
"p534","historic","historic","2000",0.33,0,0,42,106.14,4.9927,0.1667,0,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0.4,14.7334,8.7973,13.1783,15.8613,9
"p534","historic","historic","2000",0.48,0.1,0,34,99.53,4.7845,0.0833,0,1,0,0,0,0,0,0,0.15,0,0,0,0,0,14.6676,4.4647,10.8137,12.0062,10
