"pixel","ssp","gcm","year","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"p553","historic","historic","2000",0.2,0,0,22,89.16,5.065,0.0667,0,1,0,0.12,0,0,0,0,0,0,0,0,0.15,0.15,11.6761,4.1417,11.5052,14.6718,1
"p553","historic","historic","2000",0.18,0.25,0,22,86.21,4.9862,0.1,0,0.95,0,0,0,0,0,0,0.1,0,0,0,0,0.2,12.1098,4.6612,11.9053,14.1438,2
"p553","historic","historic","2000",0.05,0,0,16,99.14,5.2546,0.1333,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0.25,11.1721,5.2078,11.8332,13.3761,3
"p553","historic","historic","2000",0.34,0,0,22,101.65,5.3222,0.05,0,1,0,0.06,0,0,0,0,0,0,0,0,0,0,12.0685,4.395,10.9127,12.392,4
"p553","historic","historic","2000",0.21,0,0,16,91.73,5.1136,0.0333,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0.2,11.8063,4.7279,9.8922,14.5516,5
"p553","historic","historic","2000",0.31,0.1,0,33,94.9,5.5651,0.0833,0,1,0.2,0.12,0,0,0,0,0.1,0,0,0,0,0.4,13.7201,5.7588,10.7182,16.9373,6
"p553","historic","historic","2000",0.06,0,0,6,76.7,4.5425,0.1333,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.05,10.523,5.1153,12.7975,12.158,7
"p553","historic","historic","2000",0.27,0,0,33,97.72,5.4979,0.1667,0,0.9,0,0.09,0,0,0,0,0.15,0,0,0,0,0.45,12.4472,5.4586,13.9635,16.4474,8
"p553","historic","historic","2000",0.5,0,0,29,97.83,4.562,0.0833,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.2,13.1658,6.9506,12.2568,14.6672,9
"p553","historic","historic","2000",0.14,0,0,22,90.25,4.9101,0.15,0,1,0.05,0.05,0,0,0,0,0.15,0,0,0,0,0,12.6901,3.357,10.0843,10.0056,10
"p553","historic","historic","2000",0.11,0,0,17,86.56,5.0923,0.2333,0,0.7,0.05,0.07,0,0,0,0,0,0,0,0,0,0.55,11.002,6.8496,9.2763,17.1341,11
"p553","historic","historic","2000",0.24,0,0,21,92.3,5.0434,0.0333,0,1,0,0.16,0,0,0,0,0,0,0,0,0,0.2,12.4695,3.5138,11.397,14.8602,12
"p553","historic","historic","2000",0.22,0,0,12,78.71,4.8785,0,0,1,0.05,0.16,0,0,0,0,0,0,0,0,0,0,10.5736,3.4011,9.622,10.6578,13
"p553","historic","historic","2000",0.3,0,0,24,96.52,5.3725,0.0667,0,1,0.15,0.07,0,0,0,0,0,0,0,0,0,0.5,11.4357,3.8749,8.5035,14.5671,14
"p553","historic","historic","2000",0.1,0,0,29,89.76,4.9829,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,11.8463,3.9957,10.8863,13.0205,15
"p553","historic","historic","2000",0.11,0.1,0,32,91.91,5.394,0.0833,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.4,13.6384,4.9061,10.6135,15.2714,16
"p553","historic","historic","2000",0.2,0,0,23,85.89,4.916,0.05,0,1,0,0.06,0,0,0,0,0.1,0,0,0,0,0.2,11.0264,4.0692,11.3965,16.4344,17
"p553","historic","historic","2000",0.11,0,0,35,93.48,4.3206,0.0667,0,0.75,0,0.06,0,0,0,0,0,0,0,0,0,0.05,14.4927,6.2498,10.1653,12.9744,18
"p553","historic","historic","2000",0.39,0.3,0,36,96.63,4.7993,0.1167,0,1,0,0.11,0,0,0,0,0,0,0,0,0.3,0.15,13.9815,5.5546,10.4928,15.4739,19
"p553","historic","historic","2000",0.23,0,0,21,85.24,5.3011,0.1167,0,0.8,0,0.05,0,0,0,0,0,0,0,0,0.15,0.05,11.1148,6.0843,9.1597,13.7214,20
"p553","historic","historic","2000",0.25,0,0,29,84.61,4.8605,0.0667,0,0.45,0,0.05,0,0,0,0,0,0,0,0,0,0.05,12.7534,6.4035,12.0723,14.8918,21
"p553","historic","historic","2000",0.37,0,0,22,88.48,4.6826,0.1,0,1,0.05,0.1,0,0,0,0,0,0,0.05,0,0,0.25,12.482,4.5172,11.3182,17.1742,22
"p553","historic","historic","2000",0.15,0,0,11,105.44,5.5854,0.05,0,1,0,0.1,0,0,0,0,0.1,0,0,0,0,0.35,11.946,4.9652,11.8422,16.5865,23
"p553","historic","historic","2000",0.28,0,0,27,95.82,4.7364,0.0667,0,0.5,0.1,0.18,0,0,0,0,0,0,0,0,0,0.1,12.6702,6.1265,10.3607,13.5798,24
"p553","historic","historic","2000",0.31,0.2,0,32,72.96,5.0084,0.0833,0,0.85,0,0,0,0,0,0,0,0,0.05,0,0,0.2,12.5016,5.1715,14.4263,16.419,25
"p553","historic","historic","2000",0.16,0,0,32,103.03,5.3944,0.05,0,0.3,0.1,0.05,0,0,0,0,0,0,0,0,0.15,0.15,13.983,7.1152,12.1558,12.7727,26
"p553","historic","historic","2000",0.18,0,0,24,84.86,4.7166,0.1333,0,0.6,0,0,0,0,0,0,0,0,0,0,0.15,0.4,11.7909,6.9926,9.6992,15.2276,27
"p553","historic","historic","2000",0.23,0,0,24,94.86,5.3206,0.05,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0.35,12.4317,5.4142,13.0072,15.807,28
"p553","historic","historic","2000",0.46,0,0,19,90.86,4.8892,0.0333,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.05,10.5951,5.0105,11.5067,11.0772,29
"p553","historic","historic","2000",0.35,0,0,23,96.96,5.1736,0.0667,0,0.85,0.05,0.07,0,0,0,0,0,0,0,0,0,0.25,12.2381,5.0433,11.3795,16.3942,30
"p553","historic","historic","2000",0.19,0,0,26,96.46,5.0326,0,0,1,0.1,0.05,0,0,0,0,0,0,0,0,0,0.05,12.4048,3.0591,10.1942,10.2121,31
"p553","historic","historic","2000",0.37,0,0,31,86.58,5.066,0.1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.05,12.9046,7.0077,9.962,13.7544,32
"p553","historic","historic","2000",0.33,0.4,0,34,88.66,5.1344,0.0667,0,1,0.05,0.06,0,0,0,0,0,0,0,0,0,0.1,13.6655,4.5149,9.7823,10.5351,33
"p553","historic","historic","2000",0.36,0,0,7,87.29,4.9472,0.1167,0,0.5,0.05,0,0,0,0,0,0,0,0,0,0,0.25,10.5713,6.6305,10.079,15.8042,34
"p553","historic","historic","2000",0.17,0,0,21,87.92,4.8759,0.0833,0,1,0,0.07,0,0,0,0,0,0,0,0,0,0.25,11.9852,2.6663,10.8808,14.6429,35
"p553","historic","historic","2000",0.14,0,0,35,85.44,5.0548,0.1167,0,1,0,0.06,0,0,0,0,0,0,0,0,0,0.2,13.4047,5.324,9.5737,13.8588,36
"p553","historic","historic","2000",0.17,0,0,29,92.1,4.6629,0,0,1,0.05,0.05,0,0,0,0,0.15,0,0,0,0,0.05,12.6369,1.8066,15.0057,11.2481,37
"p553","historic","historic","2000",0.33,0,0,35,102.84,4.574,0.0333,0,0.45,0.05,0,0,0,0,0,0,0,0,0,0,0.05,12.7306,5.7261,7.2612,14.6229,38
"p553","historic","historic","2000",0.21,0.15,0,16,92.8,4.6275,0.0167,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0.25,12.2821,3.1235,13.2155,14.7177,39
"p553","historic","historic","2000",0.34,0,0,10,93.6,5.2307,0.1333,0,1,0.1,0.07,0,0,0,0,0,0,0,0,0,0.2,10.7652,4.7305,9.7465,15.0617,40
"p553","historic","historic","2000",0.28,0.2,0,40,102.17,4.8452,0.0667,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,14.3234,5.2492,10.385,14.305,41
"p553","historic","historic","2000",0.21,0,0,33,85.55,5.244,0.1,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0.15,0.15,13.1844,7.4407,8.8648,11.0756,42
"p553","historic","historic","2000",0.11,0,0.1,17,96.79,4.9449,0.0833,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.35,11.9214,3.9912,11.5428,14.8955,43
"p553","historic","historic","2000",0.05,0,0,14,78.87,4.7764,0,0,1,0,0.05,0,0,0,0,0,0,0,0,0,0.2,11.8066,4.5216,10.2813,14.9203,44
"p553","historic","historic","2000",0.09,0,0,27,91.99,4.9605,0.05,0,1,0.05,0.1,0,0,0,0,0,0,0,0.05,0,0.55,13.3937,4.5602,10.8093,14.9381,45
"p553","historic","historic","2000",0.18,0,0,34,91.06,5.081,0.1667,0,0.8,0,0,0,0,0,0,0.1,0,0,0,0.3,0.15,13.9527,6.4867,11.6108,15.4018,46
"p553","historic","historic","2000",0.27,0,0,20,91.56,4.7119,0.15,0,1,0,0.05,0,0,0,0,0,0,0,0,0,0.05,11.5645,3.75,12.4042,13.5039,47
"p553","historic","historic","2000",0.18,0.1,0,33,90.2,5.1415,0.05,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.35,12.2392,5.8358,10.5123,16.0658,48
"p553","historic","historic","2000",0.12,0,0,11,83.63,5.037,0.1167,0,0.4,0,0.07,0,0,0,0,0,0,0,0,0.15,0.3,10.9532,6.2662,13.322,14.6566,49
"p553","historic","historic","2000",0.21,0,0,3,87.1,4.5903,0,0,1,0,0.08,0,0,0,0,0.1,0,0,0,0,0.15,9.6724,2.3991,11.9698,11.8647,50
"p553","historic","historic","2000",0.31,0,0,32,97.73,4.8633,0.0833,0,1,0,0.12,0,0,0,0,0,0,0,0,0,0.35,13.7235,5.611,11.9588,14.4845,51
"p553","historic","historic","2000",0.14,0,0,6,97.07,4.9777,0.05,0,0.7,0.05,0.05,0,0,0,0,0,0,0,0,0,0.05,11.2691,5.7318,9.3347,11.8644,52
"p553","historic","historic","2000",0.24,0,0,25,101.59,4.9736,0.0333,0,0.55,0.35,0.11,0,0,0,0,0,0,0,0,0,0.2,13.3698,6.4118,8.194,14.4376,53
"p553","historic","historic","2000",0.19,0,0,15,93.14,4.5843,0.05,0,0.6,0,0.14,0,0,0,0,0,0,0,0.05,0.15,0.2,11.3673,5.632,10.1958,16.2406,54
"p553","historic","historic","2000",0.42,0,0,13,93.31,4.9567,0.1333,0,0.85,0,0,0,0,0,0,0.15,0,0,0,0,0,11.3075,5.8611,9.6592,15.4552,55
"p553","historic","historic","2000",0.25,0,0,18,87.88,4.7917,0.1,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.4,12.712,5.4836,9.5745,13.9232,56
"p553","historic","historic","2000",0.08,0,0,20,98.44,5.2436,0.05,0,0.65,0.1,0,0,0,0,0,0,0,0,0,0,0.1,12.776,5.8226,8.9493,14.6871,57
"p553","historic","historic","2000",0.36,0,0,14,80.01,5.2062,0.0833,0,0.75,0.15,0,0,0,0,0,0,0,0,0,0.15,0.05,10.7721,6.4359,8.5122,13.0723,58
"p553","historic","historic","2000",0.11,0.2,0,25,100.53,4.9689,0.0667,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,13.1977,5.4152,12.2128,11.8538,59
"p553","historic","historic","2000",0.4,0,0,18,98.32,5.1821,0.0333,0,1,0,0,0,0,0,0,0,0,0,0,0.15,0.15,12.0814,5.0908,10.4675,12.9226,60
"p553","historic","historic","2000",0.29,0.2,0,23,76.59,4.5741,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0.15,0.1,12.1838,3.6845,9.8622,13.2896,61
"p553","historic","historic","2000",0.23,0,0,12,88.11,5.2256,0.0333,0,1,0.05,0,0,0,0,0,0,0,0,0,0.3,0.2,10.3736,3.8105,9.3238,14.9802,62
"p553","historic","historic","2000",0.27,0,0,16,88.92,5.049,0.0833,0,0.5,0,0.06,0,0,0,0,0,0,0,0,0,0,11.6554,6.4972,13.1563,12.0208,63
