"pixel","ssp","gcm","year","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"p505","historic","historic","2000",0.12,0,0,24,91.16,5.5358,0.0667,0,1,0,0.19,0,0,0,0,0.15,0,0.05,0,0,0.1,12.141,4.8442,12.3988,15.4466,1
"p505","historic","historic","2000",0.1,0,0,23,84.34,5.203,0.0833,0,0.85,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,12.569,5.2586,12.967,14.8958,2
"p505","historic","historic","2000",0.26,0,0,22,99.39,5.6208,0.1167,0,1,0.05,0.13,0,0,0,0,0,0,0,0,0.15,0.15,12.2474,5.2798,12.6433,14.5055,3
"p505","historic","historic","2000",0.18,0,0,24,101.24,5.4621,0.1167,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,12.3832,5.4377,11.4273,13.5098,4
"p505","historic","historic","2000",0.12,0,0,20,92.23,5.4744,0.1167,0,1,0.1,0.14,0,0,0,0,0,0,0,0,0,0.15,12.4069,5.3092,11.376,15.7935,5
"p505","historic","historic","2000",0.27,0.1,0,35,97.7,5.952,0.05,0,0.8,0.15,0.06,0,0,0,0,0,0,0,0,0,0.35,14.0762,6.0615,11.1413,17.9259,6
"p505","historic","historic","2000",0.15,0,0,13,82.67,5.2289,0.15,0,0.8,0,0.18,0,0,0,0,0,0,0,0,0.15,0,11.1771,5.493,13.8815,13.0156,7
"p505","historic","historic","2000",0.32,0,0,37,97.45,5.8781,0.3,0,0.85,0,0.09,0,0,0,0,0.15,0,0.05,0,0,0.25,12.6996,6.5659,14.5122,17.4368,8
"p505","historic","historic","2000",0.14,0,0,26,100.75,5.3125,0.1333,0,0.3,0.05,0.06,0,0,0,0,0,0,0,0,0,0.05,12.9609,7.3258,12.654,15.8878,9
"p505","historic","historic","2000",0.36,0.1,0,31,88.53,4.8403,0.1667,0,1,0.05,0.05,0,0,0,0,0,0,0,0,0,0,13.6498,3.6971,10.6122,11.5464,10
"p505","historic","historic","2000",0.37,0,0,19,84.5,5.3597,0.2,0,0.75,0.05,0.05,0,0,0,0,0,0,0,0,0,0.35,11.8023,6.7254,9.604,17.6712,11
"p505","historic","historic","2000",0,0,0,33,98.01,5.5511,0.1,0,1,0,0.07,0,0,0,0,0,0,0,0,0.15,0.25,12.9822,4.3055,11.8558,15.5811,12
"p505","historic","historic","2000",0.22,0,0,17,81.31,5.3764,0.0833,0,1,0.05,0.21,0,0,0,0,0,0,0,0,0,0.05,11.1056,4.2047,10.4228,12.0721,13
"p505","historic","historic","2000",0.31,0,0,29,92.27,5.4314,0.15,0,1,0.05,0,0,0,0,0,0,0,0.05,0,0,0.1,12.1354,4.1439,9.2807,16.0688,14
"p505","historic","historic","2000",0.22,0,0,30,93.2,5.4167,0.1333,0,1,0,0,0,0,0,0,0.15,0,0,0,0,0.05,12.2963,4.9714,11.0445,13.9576,15
"p505","historic","historic","2000",0.41,0,0,40,92.64,5.4299,0.1167,0,1,0,0.07,0,0,0,0,0,0,0,0.05,0,0.3,14.4573,5.3471,11.5827,16.0932,16
