"pixel","ssp","gcm","year","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"p512","historic","historic","2000",0.1,0.15,0,39,98.62,5.1785,0.2,0,0.85,0,0.08,0,0,0,0,0,0,0,0,0,0,14.4053,6.9335,10.2298,14.3832,1
"p512","historic","historic","2000",0.17,0,0,41,102.84,5.2256,0.1,0,0.1,0,0.1,0,0,0,0,0.2,0,0,0,0,0.6,14.5848,8.1025,12.3348,15.5295,2
"p512","historic","historic","2000",0.21,0,0,40,106.87,5.3451,0.1833,0,0.85,0,0.07,0,0,0,0,0.1,0,0,0,0,0.3,14.3036,6.6953,14.3228,14.9582,3
"p512","historic","historic","2000",0.25,0,0,32,104.98,4.9157,0.1833,0,0.15,0.05,0.12,0,0,0,0,0,0,0,0,0,0.15,13.1036,8.1496,11.0012,14.6012,4
"p512","historic","historic","2000",0.12,0,0,55,103.33,5.2848,0.1,0,0.55,0.05,0.07,0,0,0,0,0,0,0,0,0,0.05,14.7348,7.3472,13.9202,14.6221,5
"p512","historic","historic","2000",0.27,0,0,41,112.07,5.4775,0.0833,0,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0.15,13.5008,7.5227,8.5087,13.7364,6
"p512","historic","historic","2000",0.15,0,0,32,100.92,5.5193,0.1,0,0.6,0,0.1,0,0,0,0,0,0,0,0,0,0.1,14.315,6.9178,10.2665,12.947,7
"p512","historic","historic","2000",0.3,0.35,0,34,105.66,5.0713,0.1333,0,0.45,0,0.22,0,0,0,0,0,0,0.05,0,0.15,0.2,13.3691,7.5543,12.4277,18.28,8
"p512","historic","historic","2000",0.14,0,0,36,94.48,4.951,0.0333,0,1,0,0.05,0,0,0,0,0,0,0,0,0,0,14.8515,5.952,13.2378,14.5675,9
"p512","historic","historic","2000",0.34,0,0,54,100.74,5.3132,0.1167,0,1,0,0.05,0,0,0,0,0,0,0,0,0,0.05,15.2652,5.3891,13.5845,13.7998,10
"p512","historic","historic","2000",0.26,0,0,54,99.27,5.2972,0.1167,0,0.25,0,0.07,0,0,0,0,0,0,0,0,0,0.05,15.9848,8.09,13.436,14.5361,11
"p512","historic","historic","2000",0.07,0,0,15,100.77,5.2238,0.1333,0,0.7,0,0.1,0,0,0,0,0,0,0,0,0,0.2,12.155,7.2534,12.5448,16.1523,12
"p512","historic","historic","2000",0.22,0,0,52,101.4,5.5378,0.2667,0,0.25,0,0.14,0,0,0,0,0,0,0,0,0,0.1,15.3043,9.5197,14.66,14.0968,13
"p512","historic","historic","2000",0.42,0,0,41,98.35,5.2465,0.1833,0,0.2,0,0.05,0,0,0,0,0,0,0,0,0,0.15,13.476,8.9602,13.5012,15.1056,14
"p512","historic","historic","2000",0.21,0,0,38,101.88,5.2177,0.1667,0,0.35,0,0.06,0,0,0,0,0.1,0,0,0,0.15,0.35,13.631,7.4942,14.2403,16.5477,15
"p512","historic","historic","2000",0.35,0,0,34,101.89,5.0423,0.05,0,0.7,0,0.05,0,0,0,0,0,0,0,0,0.15,0.3,13.8345,6.8281,14.512,15.2333,16
"p512","historic","historic","2000",0.23,0,0,40,101.74,5.274,0.1833,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,13.5974,8.9226,14.6167,15.2676,17
"p512","historic","historic","2000",0.16,0,0,39,87.31,5.0808,0.1,0,1,0,0.12,0,0,0,0,0,0,0,0,0,0.05,12.7443,5.3725,10.575,13.8252,18
"p512","historic","historic","2000",0.2,0,0,27,101.96,5.0314,0.0667,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,13.0605,5.7722,9.9983,14.035,19
"p512","historic","historic","2000",0.38,0.25,0,59,98.83,5.4819,0.0667,0,1,0,0.17,0,0,0,0,0,0,0,0,0.15,0.3,15.9091,5.499,13.2473,17.5241,20
"p512","historic","historic","2000",0,0,0,37,101.26,5.1028,0.1,0,0.3,0,0.14,0,0,0,0,0,0,0,0.05,0,0.35,14.5877,6.3472,12.4855,17.1368,21
"p512","historic","historic","2000",0.11,0,0,23,96.5,5.3684,0.1167,0,0.15,0,0.05,0,0,0,0,0.1,0,0,0,0,0.25,12.4921,8.3146,14.9675,16.7392,22
"p512","historic","historic","2000",0.43,0,0,37,107.61,5.2583,0.2,0,0.45,0.05,0.06,0,0,0,0,0,0,0,0,0,0,14.0745,8.5943,9.878,12.1262,23
"p512","historic","historic","2000",0.27,0,0,20,97.89,4.7813,0.0333,0,0.7,0,0.13,0,0,0,0,0.1,0,0,0,0,0.2,13.0745,6.6275,12.9645,16.6774,24
"p512","historic","historic","2000",0.16,0.1,0,32,104.81,5.4275,0.2667,0,0.65,0.05,0,0,0,0,0,0,0,0,0,0,0.05,14.108,7.0742,10.5402,14.2938,25
"p512","historic","historic","2000",0.35,0.15,0,47,103.79,4.9826,0.2,0,0.45,0,0.05,0,0,0,0,0,0,0,0,0,0,15.8262,6.8203,14.006,15.1962,26
"p512","historic","historic","2000",0.2,0,0,32,88.18,5.0146,0.0167,0,0.95,0,0,0,0,0,0,0.1,0,0.05,0,0,0.2,12.5686,5.3191,14.1178,17.8344,27
"p512","historic","historic","2000",0.35,0,0,38,107.57,5.2586,0.1667,0,0.3,0,0.13,0,0,0,0,0,0,0,0,0,0.05,13.5513,8.4252,11.0082,15.4021,28
"p512","historic","historic","2000",0.22,0,0,30,102.58,4.9909,0.1167,0,0.7,0,0.17,0,0,0,0,0,0,0,0,0,0.15,14.3557,6.5436,12.541,13.7147,29
"p512","historic","historic","2000",0.34,0,0,26,105.53,5.2868,0.0667,0,1,0,0.05,0,0,0,0,0,0,0,0,0,0.3,13.061,3.7844,12.6825,15.4864,30
"p512","historic","historic","2000",0.33,0,0,35,107.36,5.2797,0.3,0,0.8,0,0.23,0,0,0,0,0,0,0,0,0,0.1,13.7299,5.8329,14.5433,12.825,31
"p512","historic","historic","2000",0.2,0,0,44,99.15,5.5626,0.05,0,0.25,0,0.08,0,0,0,0,0,0,0,0,0,0.25,14.5047,7.048,8.8282,14.2792,32
"p512","historic","historic","2000",0.39,0,0,37,102.92,5.2629,0.1667,0,0.8,0,0.08,0,0,0,0,0,0,0,0,0,0.2,14.0796,7.4803,15.8155,15.696,33
"p512","historic","historic","2000",0.18,0,0,32,90.82,5.3066,0.1833,0,0.4,0,0.05,0,0,0,0,0,0,0,0,0.15,0.25,13.281,9.265,13.271,15.3098,34
"p512","historic","historic","2000",0.46,0,0,45,101.31,5.5126,0.2667,0,0.45,0.05,0.08,0,0,0,0,0,0,0,0,0,0.2,14.21,7.7388,10.0293,15.5126,35
"p512","historic","historic","2000",0.16,0.1,0,47,106.74,5.4067,0.0833,0,0.55,0,0.2,0,0,0,0,0,0,0,0,0,0,14.3756,6.7442,12.5488,10.6064,36
"p512","historic","historic","2000",0.24,0.1,0,30,94.29,5.2273,0.2167,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.15,13.34,8.163,14.409,14.9131,37
"p512","historic","historic","2000",0.17,0,0,26,101.41,4.7374,0.1167,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0.15,12.7914,5.2579,12.3837,16.1309,38
"p512","historic","historic","2000",0.18,0,0,33,96.12,4.9311,0.1,0,1,0,0,0,0,0,0,0.15,0,0,0,0,0.25,13.8067,2.7178,15.0613,16.9738,39
"p512","historic","historic","2000",0.2,0,0,30,105.13,5.6319,0.2167,0,0.4,0,0.09,0,0,0,0,0,0,0,0,0,0.2,12.6688,8.6217,14.959,14.9073,40
"p512","historic","historic","2000",0.25,0.15,0,51,78.97,4.8256,0.1667,0,0.8,0,0.07,0,0,0,0,0,0,0,0,0,0.1,15.2636,6.9602,10.918,15.8685,41
"p512","historic","historic","2000",0.27,0,0,23,93.19,4.957,0.1167,0,0.8,0,0.05,0,0,0,0,0,0,0.05,0,0,0.3,13.5093,6.1303,12.6238,15.1702,42
"p512","historic","historic","2000",0.09,0.15,0,34,106.99,5.2693,0.1167,0,0.8,0.05,0,0,0,0,0,0,0,0,0,0,0.1,13.4638,6.4463,10.1008,14.5627,43
"p512","historic","historic","2000",0.17,0,0,49,101.64,5.3805,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.05,15.4669,7.7445,11.3602,12.6891,44
"p512","historic","historic","2000",0.23,0.15,0,25,103.45,5.2758,0.1167,0,1,0,0.06,0,0,0,0,0,0,0,0,0,0.1,12.122,3.9763,13.173,13.076,45
"p512","historic","historic","2000",0.23,0,0,41,98.67,5.3274,0.15,0,0.15,0,0.07,0,0,0,0,0,0,0,0,0,0.15,13.8637,7.6016,10.148,14.3161,46
"p512","historic","historic","2000",0.44,0,0,37,94.78,5.2885,0.15,0,0.45,0,0.05,0,0,0,0,0,0,0,0,0,0.1,14.1383,8.8382,12.0532,14.2679,47
"p512","historic","historic","2000",0.17,0.15,0,40,104.07,5.2264,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,14.0046,7.6789,11.7483,16.123,48
"p512","historic","historic","2000",0.27,0.15,0,29,108.27,5.2736,0.0833,0,0.35,0,0.06,0,0,0,0,0,0,0,0,0.15,0,13.9893,7.6448,12.57,13.9981,49
"p512","historic","historic","2000",0.31,0.2,0,40,96.69,5.2248,0.0667,0,1,0,0.14,0,0,0,0,0,0,0.05,0,0,0.15,14.3488,2.3919,12.02,16.8315,50
"p512","historic","historic","2000",0.34,0,0,29,102.53,5.1758,0.0333,0,1,0,0.07,0,0,0,0,0.1,0,0,0,0,0.1,13.1062,4.4142,13.9873,14.9415,51
"p512","historic","historic","2000",0.41,0,0,26,94.81,4.9872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,13.0385,4.2547,12.3802,12.8703,52
"p512","historic","historic","2000",0.45,0,0,45,103.27,4.8779,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,14.4828,4.5218,14.4145,15.3812,53
"p512","historic","historic","2000",0.26,0.2,0,29,103.47,4.9728,0.0333,0,1,0,0.14,0,0,0,0,0,0,0,0,0,0.15,12.8491,3.9604,11.6218,15.9917,54
"p512","historic","historic","2000",0.37,0.1,0,34,98.08,5.0759,0.0667,0,0.9,0,0.11,0,0,0,0,0,0,0,0,0,0.1,14.5506,7.6823,13.5738,15.2614,55
"p512","historic","historic","2000",0.1,0,0,48,98.24,5.4409,0.1,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.35,14.7392,6.7202,11.5942,15.7598,56
"p512","historic","historic","2000",0.3,0,0,37,99.3,5.17,0.1833,0,0.1,0.05,0.16,0,0,0,0,0,0,0,0,0,0.1,14.1847,9.9849,9.482,15.5144,57
"p512","historic","historic","2000",0.35,0,0,20,112.62,5.0948,0.0333,0,0.65,0,0.05,0,0,0,0,0,0,0,0,0,0.15,12.3392,6.4718,16.6658,15.742,58
"p512","historic","historic","2000",0.2,0.35,0,41,98.89,4.8796,0.1167,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0.2,14.705,6.7156,12.3133,16.0812,59
"p512","historic","historic","2000",0.15,0.1,0,48,102.87,4.7383,0.15,0,1,0,0.15,0,0,0,0,0,0,0,0,0,0.3,14.1331,5.0361,13.1072,17.082,60
"p512","historic","historic","2000",0.19,0.1,0,36,89.09,5.6336,0.2,0,0.55,0.05,0.12,0,0,0,0,0,0,0,0,0.15,0.2,14.5518,7.1016,11.5575,14.4463,61
