"pixel","ssp","gcm","year","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"p183","historic","historic","2000",0.24,0.25,0,36,102.13,5.3136,0.1333,0,0.75,0,0.08,0,0,0,0,0,0,0,0,0.15,0.2,13.9854,6.1603,13.3278,16.4821,1
"p183","historic","historic","2000",0.15,0,0,40,97.32,5.4912,0.2333,0,0.5,0,0.17,0,0,0,0,0,0,0,0,0,0.2,14.2251,7.3863,14.8268,15.7356,2
"p183","historic","historic","2000",0.43,0,0,39,107.83,5.3799,0.05,0,0.8,0.05,0.05,0,0,0,0,0,0,0,0,0,0.2,13.8955,6.1775,13.883,15.6511,3
"p183","historic","historic","2000",0.34,0,0,36,109.1,5.693,0.1833,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.2,13.9405,6.8476,12.9127,14.7509,4
"p183","historic","historic","2000",0.34,0.15,0,34,102.94,5.6298,0.15,0,0.7,0.05,0.23,0,0,0,0,0,0,0,0.1,0,0.2,14.2263,6.6312,12.6535,16.5679,5
"p183","historic","historic","2000",0.22,0,0,49,100.45,5.5804,0.1333,0,0.4,0,0.14,0,0,0,0,0.15,0,0,0,0,0.35,15.5442,7.6667,12.8018,19.2127,6
"p183","historic","historic","2000",0.37,0,0,33,95.32,5.0313,0.2,0,0.65,0,0.09,0,0,0,0,0,0,0,0,0,0.15,13.1009,6.825,15.1625,13.788,7
"p183","historic","historic","2000",0.45,0.25,0,41,106.45,5.5852,0.2,0,0.65,0,0.08,0,0,0,0,0,0,0.2,0.05,0,0.5,14.6213,7.408,15.6945,19.1802,8
"p183","historic","historic","2000",0.21,0.2,0,39,110.52,5.4966,0.2,0,0.1,0,0.16,0,0,0,0,0,0,0,0,0,0.35,14.7966,9.0314,14.5645,16.2153,9
"p183","historic","historic","2000",0.25,0.3,0,44,104.11,5.08,0.1667,0,1,0,0.08,0,0,0,0,0,0,0,0,0,0,14.9997,5.5612,11.939,13.0429,10
"p183","historic","historic","2000",0.2,0,0,26,94.19,5.1252,0.15,0,0.65,0,0.13,0,0,0,0,0,0,0.05,0,0,0.2,13.1277,8.0228,11.3383,19.2911,11
