"pixel","ssp","gcm","year","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"p338","historic","historic","2000",0.32,0.25,0,39,104.53,5.6748,0.1333,0,0.55,0,0.06,0,0,0,0,0,0,0.15,0,0,0.05,14.633,7.4682,13.8872,17.4253,1
"p338","historic","historic","2000",0.32,0.25,0,50,100.16,5.3993,0.1667,0,0.2,0,0.21,0,0,0,0,0,0,0,0,0,0.25,15.1816,8.1195,15.6883,16.8164,2
"p338","historic","historic","2000",0.26,0,0,39,111.3,5.3245,0.2333,0,0.4,0,0.05,0,0,0,0,0.1,0,0,0,0.15,0.15,14.371,7.6447,14.5138,16.332,3
"p338","historic","historic","2000",0.26,0,0,43,111.78,5.7134,0.2333,0,0.5,0,0.07,0,0,0,0,0,0,0,0,0,0.1,14.5792,7.9478,13.4775,15.3577,4
"p338","historic","historic","2000",0.35,0.1,0,39,106.88,5.3219,0.1333,0,0.45,0,0,0,0,0,0,0.1,0,0,0,0.15,0.3,14.8986,7.6762,13.5385,16.9081,5
"p338","historic","historic","2000",0.24,0.2,0,59,105.27,5.6123,0.1333,0,0.3,0.05,0.14,0,0,0,0,0,0,0,0.05,0,0.35,16.2945,8.4719,13.4585,19.7235,6
"p338","historic","historic","2000",0.41,0,0,42,100.43,5.1854,0.15,0,0.5,0,0.09,0,0,0,0,0,0,0,0,0,0,13.8519,7.9371,15.5225,14.8373,7
"p338","historic","historic","2000",0.32,0,0,43,109.76,5.8345,0.1667,0,0.4,0,0.07,0,0,0,0,0.1,0,0.25,0,0.15,0.6,14.9917,8.6318,16.2228,19.4952,8
"p338","historic","historic","2000",0.12,0,0,49,112.82,5.241,0.1167,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.4,15.4777,9.5548,14.7655,16.8409,9
"p338","historic","historic","2000",0.18,0,0,46,107.03,5.0355,0.1667,0,0.9,0,0.06,0,0,0,0,0,0,0,0,0,0.05,15.5002,6.0629,12.5068,13.7883,10
"p338","historic","historic","2000",0.24,0,0,27,95.67,5.2975,0.3,0,0.5,0,0.05,0,0,0,0,0,0,0.05,0,0,0.35,14.0804,9.1143,11.8012,19.4265,11
"p338","historic","historic","2000",0.22,0,0,50,109.09,5.6081,0.2,0,0.5,0,0.06,0,0,0,0,0.1,0,0.1,0,0,0.25,15.3533,6.9244,13.6253,17.4368,12
"p338","historic","historic","2000",0.37,0,0,32,94.84,5.4642,0.2167,0,0.55,0,0.08,0,0,0,0,0,0,0,0,0.15,0.15,13.6016,6.7903,12.3267,13.5672,13
"p338","historic","historic","2000",0.23,0,0,41,104.24,5.6195,0.15,0,0.75,0,0.05,0,0,0,0,0,0,0.15,0,0,0.15,14.1941,6.8366,11.5787,17.5218,14
"p338","historic","historic","2000",0.26,0.25,0,48,105.35,5.265,0.1,0,0.35,0,0.1,0,0,0,0,0,0,0,0,0,0.2,14.8513,7.5013,13.6187,15.5927,15
"p338","historic","historic","2000",0.19,0,0.15,58,103.39,5.5997,0.2333,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.4,16.5462,7.8385,14.1873,17.9042,16
"p338","historic","historic","2000",0.4,0,0,43,100.3,5.4742,0.2167,0,0.55,0,0,0,0,0,0,0.15,0,0.2,0,0,0.6,14.3328,7.6161,14.3177,18.5279,17
"p338","historic","historic","2000",0.18,0.15,0,63,109.14,4.6809,0.2167,0,0.1,0,0.21,0,0,0.1,0,0,0,0,0,0,0.15,17.1691,9.2587,13.2192,15.9394,18
"p338","historic","historic","2000",0.24,0.25,0,52,110.56,5.3758,0.2333,0,0.6,0,0.2,0,0,0,0,0.1,0,0.05,0,0,0.1,16.3498,8.5527,13.2712,18.4188,19
"p338","historic","historic","2000",0.38,0.1,0,40,101.38,5.4431,0.15,0,0.65,0,0.15,0,0,0,0,0,0,0,0,0,0.2,14.3932,9.3374,12.4933,17.013,20
"p338","historic","historic","2000",0.55,0,0,55,95.87,5.503,0.2333,0,0.2,0,0.17,0,0,0,0,0.1,0,0,0,0,0.2,15.7861,9.0764,15.2265,16.8978,21
"p338","historic","historic","2000",0.35,0,0,45,107.46,5.0309,0.1833,0,0.5,0,0.1,0,0,0,0,0.2,0,0.15,0,0.15,0.55,15.2654,7.5743,14.107,19.2111,22
"p338","historic","historic","2000",0.4,0,0,43,111.12,5.5425,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.1,15.2416,7.6471,13.6778,19.1842,23
"p338","historic","historic","2000",0.5,0,0,56,108.13,5.3662,0.2167,0,0.1,0,0.08,0,0,0,0,0,0,0,0,0,0.1,15.7581,9.6521,12.9103,16.1183,24
"p338","historic","historic","2000",0.35,0.3,0,48,86.6,5.2162,0.1,0,0.5,0,0.1,0,0,0,0,0,0,0.1,0,0,0.5,15.4007,8.4503,16.4,17.785,25
"p338","historic","historic","2000",0.26,0.1,0,57,109.03,5.7577,0.2,0,0.15,0,0.19,0,0,0,0,0,0,0,0,0,0.25,16.4705,9.5214,15.2888,15.6453,26
"p338","historic","historic","2000",0.25,0,0,33,102.55,4.7087,0.15,0,0.05,0,0.05,0.05,0,0,0,0.2,0,0,0,0.15,0.65,14.4865,9.1906,13.1352,18.1229,27
