"pixel","ssp","gcm","year","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"p411","historic","historic","2000",0.16,0,0,23,94.32,5.2537,0.05,0,1,0,0.17,0,0,0,0,0,0,0,0,0,0.4,12.1809,4.8177,13.2053,15.3124,1
"p411","historic","historic","2000",0.42,0.25,0,33,87.93,5.3213,0.15,0,0.5,0,0.06,0,0,0,0,0,0,0,0,0,0.25,13.422,5.8554,13.5945,14.98,2
"p411","historic","historic","2000",0.14,0,0,20,104.37,5.6295,0.05,0,0.9,0,0,0,0,0,0,0.1,0,0,0,0.3,0.3,12.1897,5.1666,12.1608,14.3238,3
"p411","historic","historic","2000",0.11,0,0.15,22,105.72,5.6056,0.1167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.3726,5.8838,10.9862,13.7842,4
"p411","historic","historic","2000",0.11,0,0,19,96.09,5.2838,0.0667,0,0.9,0.1,0,0,0,0,0,0.15,0,0,0,0,0.1,12.6058,5.6458,11.1203,15.4357,5
"p411","historic","historic","2000",0.17,0.2,0,41,96.92,5.7023,0.2,0,0.5,0.15,0.05,0,0,0,0,0,0,0,0,0,0.3,14.376,6.8225,11.4933,18.2442,6
"p411","historic","historic","2000",0.2,0,0,18,85.58,4.8672,0.0833,0,0.8,0,0.16,0,0,0,0,0.1,0,0,0,0,0,11.6279,5.8119,14.506,13.1021,7
"p411","historic","historic","2000",0.31,0,0.15,32,102.86,5.684,0.1167,0,0.75,0,0,0,0,0,0,0.15,0,0.15,0,0,0.3,13.1351,6.5192,14.5927,17.7435,8
"p411","historic","historic","2000",0.28,0,0,34,103.71,4.9649,0.2,0,0.1,0.05,0,0,0,0,0,0.1,0,0,0,0,0.2,13.7359,7.9388,13.0583,15.024,9
"p411","historic","historic","2000",0.37,0,0,32,92.55,4.7644,0.1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,13.7529,4.0074,10.0533,11.2768,10
"p411","historic","historic","2000",0.06,0,0,21,89.49,5.1207,0.2333,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.5,11.9871,7.66,9.6148,17.3795,11
