"pixel","ssp","gcm","year","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"p100","historic","historic","2000",0.31,0.25,0,37,104.84,5.1986,0.1667,0,0.5,0,0.05,0,0,0,0,0,0,0.05,0,0,0.3,14.4177,7.2083,13.9663,17.0762,1
"p100","historic","historic","2000",0.32,0.1,0,46,101.45,5.1603,0.15,0,0.4,0,0.07,0,0,0,0,0,0,0,0,0,0.2,14.845,7.5046,14.7637,16.3856,2
"p100","historic","historic","2000",0.39,0.1,0,39,108.82,5.0579,0.1,0,0.4,0,0.11,0,0,0,0,0.25,0,0,0,0,0.25,14.2758,6.9908,14.237,15.9803,3
"p100","historic","historic","2000",0.29,0,0,44,112.53,5.4123,0.15,0,0.7,0,0.05,0,0,0,0,0,0,0,0,0,0.05,14.3731,7.524,13.0433,15.0829,4
"p100","historic","historic","2000",0.41,0.1,0,35,105.35,5.3075,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.15,14.5306,7.3451,12.5252,17.1324,5
"p100","historic","historic","2000",0.12,0.1,0,58,103.41,5.674,0.1,0,0.3,0.05,0.18,0,0,0,0,0,0,0,0.05,0.15,0.7,15.9901,8.1478,13.0932,19.4702,6
"p100","historic","historic","2000",0.46,0,0,37,98.35,5.0009,0.1667,0,0.4,0,0.14,0,0,0,0,0,0,0,0,0,0.05,13.4404,7.6144,15.5958,14.0174,7
"p100","historic","historic","2000",0.33,0,0,43,109.15,5.4306,0.2333,0,0.3,0,0.17,0,0,0,0,0.2,0,0.3,0,0,0.1,14.697,8.4994,16.2582,19.7911,8
"p100","historic","historic","2000",0.31,0,0,47,113.03,4.9326,0.1833,0,0,0,0.17,0,0,0,0,0.15,0,0,0,0,0.15,15.2156,9.1942,14.9328,16.9379,9
"p100","historic","historic","2000",0.07,0.15,0,42,107.5,4.8128,0.1167,0,0.95,0,0.05,0,0,0,0,0,0,0,0,0,0.05,15.1468,6.0345,12.517,12.9623,10
"p100","historic","historic","2000",0.37,0,0,25,95.87,5.0021,0.3167,0,0.5,0,0.05,0,0,0,0,0,0,0,0,0,0.6,13.8051,9.0282,11.4252,19.2606,11
"p100","historic","historic","2000",0.17,0,0,49,107.67,5.3854,0.1667,0,0.55,0,0.2,0,0,0,0,0,0,0,0,0,0.35,15.0367,6.5847,13.5407,17.0745,12
"p100","historic","historic","2000",0.37,0,0,29,94.38,5.2758,0.0833,0,0.7,0,0.08,0,0,0,0,0,0,0,0,0,0,13.3163,6.4181,11.504,13.5026,13
"p100","historic","historic","2000",0.17,0,0,41,104.05,5.2032,0.2,0,0.75,0,0.07,0,0,0,0,0,0,0.1,0,0,0.15,13.9874,6.2911,10.8582,17.1647,14
