"","id","today","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_today175","257",10.2735309426017,11.7689399556474,11.3209848147159,9.30142339845608,7.92632921172484
"marketable_yield_today176","258",9.10147080714322,11.5472498549149,11.379184107404,9.63090432845409,8.37168045693581
"marketable_yield_today177","259",7.94250594141686,11.2794741486353,11.4953886942404,9.92689260487056,8.86183444186712
"marketable_yield_today178","26",9.45224091341576,10.8103358157281,9.92976821025561,7.79781400905012,6.63398298276652
"marketable_yield_today179","260",8.74381161511854,11.4665301743413,11.8432161256274,10.0572843501894,8.99807234391022
"marketable_yield_today180","261",8.08592396492739,11.2974576766076,11.5067723373435,9.87168336929811,8.79552572062224
"marketable_yield_today181","262",7.91611919259988,11.2611554228528,11.7878469012131,10.4251463215349,9.37988669021913
"marketable_yield_today182","263",6.85859230570631,10.7956339131385,11.3694153014122,10.2161320802888,9.33993692844833
"marketable_yield_today183","264",5.72895497542469,10.149984060845,11.4832598112253,10.7043711931662,10.1392482731865
"marketable_yield_today184","265",5.78279663712898,9.96951243579041,10.9221022524288,9.85742741409197,9.35286651491329
"marketable_yield_today185","266",6.10343582085162,9.81101246187102,10.5073063820279,9.30790188071023,8.72044377673772
"marketable_yield_today186","267",7.05557602973397,11.3251421247361,11.8368209475604,10.616290070764,9.70788269867765
"marketable_yield_today187","268",7.83078966347862,12.504036964928,13.0226835755193,11.6349604183895,10.5078733041821
"marketable_yield_today188","269",8.17893688469377,12.2784252139257,12.6978031226462,11.1788934878705,10.1086353846362
"marketable_yield_today189","27",9.6501749211849,11.0832250720339,10.4028004360965,8.30106576870247,7.16218832089575
"marketable_yield_today190","270",7.87528762031596,12.6481156602695,13.2170071462478,11.713960298371,10.5799454887761
"marketable_yield_today191","271",7.03660551596524,11.690079140362,12.2464585475264,10.8149117751284,9.88927055777788
"marketable_yield_today192","272",13.0114599579802,11.6465871816533,10.25086885084,7.99640790554758,6.38970724007181
"marketable_yield_today193","273",12.1847222051335,11.4807734665425,10.152190856566,8.09834743674285,6.46801824150992
"marketable_yield_today194","274",11.4934904820262,11.0389086186424,9.75100610617561,7.66100768946832,6.34608475768257
"marketable_yield_today195","275",11.9855953243778,11.4259705822048,10.1006261338134,7.97228959227912,6.63237648733925
"marketable_yield_today196","276",12.339539594345,11.9433813279464,10.5082346466433,8.50755819527424,6.67982084738762
"marketable_yield_today197","277",12.8041687242657,12.1886354439511,10.7069075437649,8.4433834067672,6.73661234375019
"marketable_yield_today198","278",11.7825620416177,11.4713465852906,10.156801130559,8.13943870966635,6.39583905164214
"marketable_yield_today199","279",11.6240276835942,11.8450237659797,10.5271498829944,8.43463068548805,6.73491549392182
"marketable_yield_today200","28",10.3812260366864,11.7835503087516,11.109399729044,9.01418931746792,7.66761333312946
"marketable_yield_today201","280",10.825887450178,11.6297700125553,10.5720998681036,8.44485055340388,7.00991926382931
"marketable_yield_today202","281",11.4310352150017,11.6506723202461,10.4265434312339,8.311368258227,6.71381614857025
"marketable_yield_today203","282",10.567537274213,11.3291148217187,10.2894494183565,8.44896170732823,6.94511305421004
"marketable_yield_today204","283",10.7867648965725,11.3866622460647,10.5142638163833,8.4986753003707,7.02462630566361
"marketable_yield_today205","284",9.23582905404681,10.5552143224019,9.82149361740223,8.11173147808705,6.75814473602418
"marketable_yield_today206","285",10.3019291871698,10.5040324515964,9.57411882835635,7.73784208691282,6.47971167197642
"marketable_yield_today207","286",9.08583655433833,10.6149367696245,9.71725112273501,8.10355928232051,6.87107986702694
"marketable_yield_today208","287",9.15554031693195,10.774337984447,10.0532337391568,8.52920366830206,7.12797428611434
