"","ssp","summer_drought_stress_risk__mean","summer_drought_stress_risk__sd","summer_insect_risk__mean","summer_insect_risk__sd","summer_disease_risk__mean","summer_disease_risk__sd","pad__mean","pad__sd","actual_chill__mean","actual_chill__sd","winter_mean_temp__mean","winter_mean_temp__sd","spring_pollinator__mean","spring_pollinator__sd","spring_disease_risk__mean","spring_disease_risk__sd","spring_frost_risk__mean","spring_frost_risk__sd","fruit_frost_risk__mean","fruit_frost_risk__sd","fruit_drought_stress_risk__mean","fruit_drought_stress_risk__sd","fruit_hail_risk__mean","fruit_hail_risk__sd","fruit_sunburn_risk__mean","fruit_sunburn_risk__sd","fruit_insect_risk__mean","fruit_insect_risk__sd","fruit_disease_risk__mean","fruit_disease_risk__sd","fruit_snail_risk__mean","fruit_snail_risk__sd","harvest_frost_risk__mean","harvest_frost_risk__sd","harvest_heat_risk__mean","harvest_heat_risk__sd","harvest_hail_risk__mean","harvest_hail_risk__sd","harvest_rain_risk__mean","harvest_rain_risk__sd","harvest_fly_risk__mean","harvest_fly_risk__sd","summer_mean_temp__mean","summer_mean_temp__sd","spring_mean_temp__mean","spring_mean_temp__sd","fruit_mean_temp__mean","fruit_mean_temp__sd","harvest_mean_temp__mean","harvest_mean_temp__sd","id__mean","id__sd"
"1","historical",0.2234,0.101734651883905,0.0178,0.0396086920365781,0.002,0.02,22.35,8.30647185918756,103.8447,3.64273968797435,7.25674768211921,0.436357711468134,0.332333333333333,0.0795899987513165,0,0,0.199,0.16711757187167,0.001,0.00703526470681448,0.0887,0.0576939854715893,0.0165,0.0275745087962331,0,0,0.0094,0.0328393703110191,0,0,0.018,0.0552862157916931,0,0,0.2025,0.178146319386933,0.064,0.0635959467611297,0.08,0.0864566219253764,0.3775,0.178571067820703,10.03098,0.975641283365725,8.40596083333333,1.21254508417316,13.6709683333333,1.61198797327376,17.98653885918,1.61489034346123,50.5,29.011491975882
"2","ssp126",0.22622,0.115254359186718,0.03104,0.0567967338789789,0.0056,0.033507041268113,26.054,9.65373228504676,102.614866666667,4.15330324771346,7.21556220750552,0.573896744674138,0.321888888888889,0.0754139287061597,0,0,0.0969,0.103291671717993,3.33333333333333e-05,0.00129099444873581,0.06948,0.0538893834049204,0.0447333333333333,0.0576872091393556,0,0,0.0115933333333333,0.0345222992907643,0.0026,0.0230273787793784,0.0277,0.0543109238640562,0,0,0.214633333333333,0.198730625378168,0.0734333333333333,0.0625712047137375,0.0838666666666667,0.0898801118818664,0.394433333333333,0.175844513944218,10.4483593611111,1.19661039643875,9.73881027777778,1.3281785422057,14.8804894444444,1.74254150882992,18.4747826262626,1.73900770807918,850.5,433.157015411271
"3","ssp245",0.2253125,0.113361960893463,0.055725,0.0771439814319269,0.0088125,0.0424451509365176,31.563125,9.33437045436044,102.3358,4.25906644869319,7.10245562913907,0.597994399314032,0.322291666666667,0.0733085859469341,0,0,0.07690625,0.0879698976937575,0,0,0.06855,0.0531887267229298,0.04628125,0.0604360506740445,6.25e-05,0.0025,0.01386875,0.037631175098242,0.0025,0.0222274332018277,0.03165625,0.057811401858137,0,0,0.24340625,0.214168163979795,0.06978125,0.062850883401928,0.0816875,0.0893078231360266,0.384375,0.176193109633795,11.19719140625,1.17822035776577,10.1830235416667,1.33333215073221,15.2770310416667,1.83044617317937,18.9774328765597,1.76870109476086,2400.5,462.024530373298
"4","ssp370",0.221142857142857,0.112967546208976,0.0820642857142857,0.0939565326715246,0.0129285714285714,0.0526020085741497,35.7028571428571,9.33447990312148,101.286271428571,4.63332096264193,7.01095189214759,0.683082745177415,0.31777380952381,0.0762303083583498,0,0,0.0594285714285714,0.0761405666374969,0,0,0.0699,0.053532711970285,0.0511785714285714,0.0625612229497738,0.000214285714285714,0.00462579045160442,0.0205857142857143,0.0452861580112916,0.00285714285714286,0.0237416917272052,0.0344642857142857,0.0598998342737496,0,0,0.297392857142857,0.2305368442278,0.0760357142857143,0.0650424517132057,0.0807142857142857,0.0881843126123455,0.375928571428571,0.170247250834862,11.8498584821429,1.18582788997771,10.5782501785714,1.32271078785008,15.869806547619,1.80236549151375,19.5327163037942,1.67959559084074,3900.5,404.289500234671
"5","ssp585",0.2190375,0.111297194527506,0.12043125,0.114613313605891,0.01334375,0.0542018725488786,39.844375,9.5512262071769,99.17575625,5.67002950386461,6.99191378311258,0.70281239768417,0.32853125,0.075423173675844,0,0,0.04428125,0.0637830390541393,0,0,0.072725,0.0545612954332061,0.052625,0.0621884354276427,5e-04,0.00705557320107639,0.02834375,0.0546093691635215,0.003,0.0243180921538626,0.0361875,0.0618898926967179,0,0,0.39265625,0.280752374024937,0.0751875,0.0659748836455589,0.070625,0.0821816921161546,0.346375,0.165191675201786,12.4684645572917,1.27725678573052,11.0882922916667,1.37040601096327,16.249405625,1.87195835212109,20.3154497576872,1.80449023189232,5400.5,462.024530373298
